FrogID,Treatment,Frog.Mass..grams.,SVL..millimeters.,week,its
75,heat control,7.45,51,2,3420.39077
75,heat control,7.45,51,3,94242.91091
75,heat control,7.45,51,4,1035156.674
75,heat control,7.45,51,5,1348927.849
75,heat control,7.45,51,6,NA
75,heat control,7.45,51,7,NA
75,heat control,7.45,51,8,NA
75,heat control,7.45,51,9,NA
75,heat control,7.45,51,10,NA
75,heat control,7.45,51,11,NA
75,heat control,7.45,51,12,NA
75,heat control,7.45,51,13,NA
76,heat control,6.94,50,0,0
76,heat control,6.94,50,1,17124.03238
76,heat control,6.94,50,2,45268.73103
76,heat control,6.94,50,3,286555.4433
76,heat control,6.94,50,4,79689.84048
76,heat control,6.94,50,5,244261.5737
76,heat control,6.94,50,6,1019847.313
76,heat control,6.94,50,7,784494.6261
76,heat control,6.94,50,8,830572.5081
76,heat control,6.94,50,9,NA
76,heat control,6.94,50,10,NA
76,heat control,6.94,50,11,NA
76,heat control,6.94,50,12,NA
76,heat control,6.94,50,13,NA
77,heat control,9.16,54.5,0,0
77,heat control,9.16,54.5,1,52815.28922
77,heat control,9.16,54.5,2,431209.6107
77,heat control,9.16,54.5,3,71918.96826
77,heat control,9.16,54.5,4,289702.2272
77,heat control,9.16,54.5,5,932454.7853
77,heat control,9.16,54.5,6,4746955.274
77,heat control,9.16,54.5,7,NA
77,heat control,9.16,54.5,8,NA
77,heat control,9.16,54.5,9,NA
77,heat control,9.16,54.5,10,NA
77,heat control,9.16,54.5,11,NA
77,heat control,9.16,54.5,12,NA
77,heat control,9.16,54.5,13,NA
78,heat control,7.39,52,0,0
78,heat control,7.39,52,1,2993.255103
78,heat control,7.39,52,2,75331.75712
78,heat control,7.39,52,3,109388.3273
78,heat control,7.39,52,4,57341.77805
78,heat control,7.39,52,5,163044.6313
78,heat control,7.39,52,6,494231.9223
78,heat control,7.39,52,7,23250.23272
78,heat control,7.39,52,8,26238.67138
78,heat control,7.39,52,9,3938.829765
78,heat control,7.39,52,10,1408.049852
78,heat control,7.39,52,11,3012.837754
78,heat control,7.39,52,12,374.8177887
78,heat control,7.39,52,13,0
79,heat control,8.93,54,0,0
79,heat control,8.93,54,1,9847.023173
79,heat control,8.93,54,2,79740.02084
79,heat control,8.93,54,3,181398.265
79,heat control,8.93,54,4,106562.7152
79,heat control,8.93,54,5,411853.2923
79,heat control,8.93,54,6,168918.8424
79,heat control,8.93,54,7,109619.9297
79,heat control,8.93,54,8,754057.028
79,heat control,8.93,54,9,282198.3131
79,heat control,8.93,54,10,NA
79,heat control,8.93,54,11,NA
79,heat control,8.93,54,12,NA
79,heat control,8.93,54,13,NA
80,heat control,7.58,53,0,0
80,heat control,7.58,53,1,767.4864338
80,heat control,7.58,53,2,25142.48372
80,heat control,7.58,53,3,0
80,heat control,7.58,53,4,23554.92017
80,heat control,7.58,53,5,89390.49317
80,heat control,7.58,53,6,18747.98228
80,heat control,7.58,53,7,18889.60024
80,heat control,7.58,53,8,14320.42465
80,heat control,7.58,53,9,12295.94833
80,heat control,7.58,53,10,658.0834577
80,heat control,7.58,53,11,0
80,heat control,7.58,53,12,47.53078234
80,heat control,7.58,53,13,0
81,heat control,6.83,51,0,0
81,heat control,6.83,51,1,0
81,heat control,6.83,51,2,2365.105915
81,heat control,6.83,51,3,80958.59526
81,heat control,6.83,51,4,1212611.042
81,heat control,6.83,51,5,249285.3544
81,heat control,6.83,51,6,2390901.075
81,heat control,6.83,51,7,1338925.413
81,heat control,6.83,51,8,NA
81,heat control,6.83,51,9,NA
81,heat control,6.83,51,10,NA
81,heat control,6.83,51,11,NA
81,heat control,6.83,51,12,NA
81,heat control,6.83,51,13,NA
82,heat control,6.27,50,0,0
82,heat control,6.27,50,1,40970.58475
82,heat control,6.27,50,2,104905.0059
82,heat control,6.27,50,3,133202.8346
82,heat control,6.27,50,4,422332.9138
82,heat control,6.27,50,5,376455.6036
82,heat control,6.27,50,6,2826174.981
82,heat control,6.27,50,7,1769213.478
82,heat control,6.27,50,8,8561559.562
82,heat control,6.27,50,9,2854209.965
82,heat control,6.27,50,10,NA
82,heat control,6.27,50,11,NA
82,heat control,6.27,50,12,NA
82,heat control,6.27,50,13,NA
83,heat control,7.98,54,0,0
83,heat control,7.98,54,1,17210.68495
83,heat control,7.98,54,2,89512.62743
83,heat control,7.98,54,3,329689.8075
83,heat control,7.98,54,4,258010.9335
83,heat control,7.98,54,5,88245.80097
83,heat control,7.98,54,6,NA
83,heat control,7.98,54,7,NA
83,heat control,7.98,54,8,NA
83,heat control,7.98,54,9,NA
83,heat control,7.98,54,10,NA
83,heat control,7.98,54,11,NA
83,heat control,7.98,54,12,NA
83,heat control,7.98,54,13,NA
84,heat control,6.49,45,0,0
84,heat control,6.49,45,1,16679.39743
84,heat control,6.49,45,2,51553.75102
84,heat control,6.49,45,3,368224.954
84,heat control,6.49,45,4,771160.4605
84,heat control,6.49,45,5,759979.2186
84,heat control,6.49,45,6,1654651.58
84,heat control,6.49,45,7,1842200.869
84,heat control,6.49,45,8,63076.34943
84,heat control,6.49,45,9,298051.8891
84,heat control,6.49,45,10,794175.9511
84,heat control,6.49,45,11,717391.2668
84,heat control,6.49,45,12,1660621.465
84,heat control,6.49,45,13,144802.0724
85,heat control,5.57,48,0,0
85,heat control,5.57,48,1,10242.19694
85,heat control,5.57,48,2,662254.5724
85,heat control,5.57,48,3,313923.8719
85,heat control,5.57,48,4,79657.84057
85,heat control,5.57,48,5,243892.5982
85,heat control,5.57,48,6,935968.6496
85,heat control,5.57,48,7,432093.5417
85,heat control,5.57,48,8,70143.03313
85,heat control,5.57,48,9,1183237.438
85,heat control,5.57,48,10,17660559.84
85,heat control,5.57,48,11,NA
85,heat control,5.57,48,12,NA
85,heat control,5.57,48,13,NA
86,heat control,7.97,51.5,0,0
86,heat control,7.97,51.5,1,57701.92101
86,heat control,7.97,51.5,2,84259.4179
86,heat control,7.97,51.5,3,78993.61561
86,heat control,7.97,51.5,4,205436.7632
86,heat control,7.97,51.5,5,243188.1556
86,heat control,7.97,51.5,6,230929.5534
86,heat control,7.97,51.5,7,60052.27033
86,heat control,7.97,51.5,8,328473.2633
86,heat control,7.97,51.5,9,261473.2031
86,heat control,7.97,51.5,10,5427666.675
86,heat control,7.97,51.5,11,NA
86,heat control,7.97,51.5,12,NA
86,heat control,7.97,51.5,13,NA
87,heat control,6.68,46,0,0
87,heat control,6.68,46,1,882.9130331
87,heat control,6.68,46,2,77915.42667
87,heat control,6.68,46,3,168269.7408
87,heat control,6.68,46,4,68589.81918
87,heat control,6.68,46,5,226728.1451
87,heat control,6.68,46,6,263913.44
87,heat control,6.68,46,7,85033.01343
87,heat control,6.68,46,8,27161.73643
87,heat control,6.68,46,9,2578.050573
87,heat control,6.68,46,10,5860.393553
87,heat control,6.68,46,11,24958.38107
87,heat control,6.68,46,12,14229.19263
87,heat control,6.68,46,13,12877.11495
88,heat control,1.58,30,0,0
88,heat control,1.58,30,1,3936.261491
88,heat control,1.58,30,2,22884.60581
88,heat control,1.58,30,3,400905.2232
88,heat control,1.58,30,4,0
88,heat control,1.58,30,5,191992.0692
88,heat control,1.58,30,6,135897.9344
88,heat control,1.58,30,7,55505.92346
88,heat control,1.58,30,8,15498.20397
88,heat control,1.58,30,9,NA
88,heat control,1.58,30,10,NA
88,heat control,1.58,30,11,NA
88,heat control,1.58,30,12,NA
88,heat control,1.58,30,13,NA
89,heat control,1.47,31,0,0
89,heat control,1.47,31,1,4882.129823
89,heat control,1.47,31,2,188276.0219
89,heat control,1.47,31,3,121316.6279
89,heat control,1.47,31,4,20842.46295
89,heat control,1.47,31,5,161700.3292
89,heat control,1.47,31,6,2010286.933
89,heat control,1.47,31,7,816082.9969
89,heat control,1.47,31,8,NA
89,heat control,1.47,31,9,NA
89,heat control,1.47,31,10,NA
89,heat control,1.47,31,11,NA
89,heat control,1.47,31,12,NA
89,heat control,1.47,31,13,NA
90,heat control,7.39,52,0,0
90,heat control,7.39,52,1,38729.70328
90,heat control,7.39,52,2,131867.4432
90,heat control,7.39,52,3,54163.75682
90,heat control,7.39,52,4,0
90,heat control,7.39,52,5,45251.59291
90,heat control,7.39,52,6,125832.466
90,heat control,7.39,52,7,26408.50693
90,heat control,7.39,52,8,43025.18365
90,heat control,7.39,52,9,2368982.217
90,heat control,7.39,52,10,NA
90,heat control,7.39,52,11,NA
90,heat control,7.39,52,12,NA
90,heat control,7.39,52,13,NA
91,heat control,4.95,43,0,0
91,heat control,4.95,43,1,38477.31434
91,heat control,4.95,43,2,99475.66337
91,heat control,4.95,43,3,1116982.651
91,heat control,4.95,43,4,35807.91792
91,heat control,4.95,43,5,152749.9106
91,heat control,4.95,43,6,1545338.328
91,heat control,4.95,43,7,10471.35738
91,heat control,4.95,43,8,3002.473538
91,heat control,4.95,43,9,13559.85157
91,heat control,4.95,43,10,32726.14472
91,heat control,4.95,43,11,21193.49017
91,heat control,4.95,43,12,11098.89504
91,heat control,4.95,43,13,6347.957253
92,heat control,5.03,46,0,0
92,heat control,5.03,46,1,6211.994161
92,heat control,5.03,46,2,35859.66056
92,heat control,5.03,46,3,189656.5399
92,heat control,5.03,46,4,371421.7289
92,heat control,5.03,46,5,300508.8047
92,heat control,5.03,46,6,1782634.437
92,heat control,5.03,46,7,112931.6376
92,heat control,5.03,46,8,2849.37663
92,heat control,5.03,46,9,NA
92,heat control,5.03,46,10,NA
92,heat control,5.03,46,11,NA
92,heat control,5.03,46,12,NA
92,heat control,5.03,46,13,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
