Experiment_Day,Frog Number,Treatment,Mass (g),Mortality,RichnessMean,RichnessSD,InvSimpMean,InvSimpSD,"Bd (0=absent, 1=present)"
27,105,3,,alive,,,,,
27,92,3,,alive,,,,,
27,117,3,,alive,,,,,
27,86,3,,dead,,,,,
27,116,3,,dead,,,,,
27,71,3,,dead,,,,,
27,58,4,,alive,,,,,
27,102,4,,alive,,,,,
27,101,4,,alive,,,,,
27,107,4,,alive,,,,,
27,113,4,,alive,,,,,
27,114,4,,alive,,,,,
27,96,4,,dead,,,,,
27,120,4,,dead,,,,,
27,1,5,,alive,,,,,
27,32,5,,alive,,,,,
27,37,5,,alive,,,,,
27,6,5,,alive,,,,,
27,34,5,,dead,,,,,
27,31,5,,dead,,,,,
27,11,5,,dead,,,,,
27,52,6,,dead,,,,,
27,56,6,,alive,,,,,
27,44,6,,alive,,,,,
27,12,6,,alive,,,,,
27,49,6,,alive,,,,,
27,40,6,,alive,,,,,
27,22,6,,dead,,,,,
27,106,7,,alive,,,,,
27,72,7,,alive,,,,,
27,104,7,,alive,,,,,
27,90,7,,alive,,,,,
27,97,7,,alive,,,,,
27,78,7,,dead,,,,,
27,89,7,,dead,,,,,
27,103,8,,alive,,,,,
27,95,8,,alive,,,,,
27,109,8,,alive,,,,,
27,82,8,,alive,,,,,
27,115,8,,alive,,,,,
27,70,8,,alive,,,,,
27,75,8,,alive,,,,,
27,77,8,,dead,,,,,
27,46,9,,alive,,,,,
27,33,9,,alive,,,,,
27,26,9,,alive,,,,,
27,39,9,,alive,,,,,
27,63,9,,alive,,,,,
27,60,9,,alive,,,,,
27,5,9,,dead,,,,,
27,23,9,,dead,,,,,
27,3,10,,dead,,,,,
27,36,10,,alive,,,,,
27,62,10,,alive,,,,,
27,47,10,,alive,,,,,
27,53,10,,alive,,,,,
27,42,10,,alive,,,,,
27,15,10,,alive,,,,,
27,41,10,,dead,,,,,
27,48,10,,dead,,,,,
27,2,10,,dead,,,,,
27,67,11,,alive,,,,,
27,68,11,,alive,,,,,
27,74,11,,alive,,,,,
27,84,11,,alive,,,,,
27,119,11,,alive,,,,,
27,79,11,,alive,,,,,
27,85,11,,dead,,,,,
27,94,11,,dead,,,,,
27,61,11,,dead,,,,,
27,110,12,,alive,,,,,
27,108,12,,alive,,,,,
27,98,12,,alive,,,,,
27,76,12,,alive,,,,,
27,112,12,,alive,,,,,
27,55,12,,alive,,,,,
27,99,12,,dead,,,,,
27,111,12,,dead,,,,,
28,45,1,,alive,,,,,
28,19,1,,alive,,,,,
28,14,1,,alive,,,,,
28,25,1,,dead,,,,,
28,59,1,,dead,,,,,
28,10,1,,dead,,,,,
28,20,1,,dead,,,,,
28,7,1,,dead,,,,,
28,13,1,,dead,,,,,
28,43,2,,alive,,,,,
28,51,2,,alive,,,,,
28,27,2,,alive,,,,,
28,9,2,,alive,,,,,
28,17,2,,alive,,,,,
28,35,2,,dead,,,,,
28,28,2,,dead,,,,,
28,16,2,,dead,,,,,
28,4,2,,dead,,,,,
28,66,2,,dead,,,,,
28,93,3,,alive,,,,,
28,100,3,,alive,,,,,
28,105,3,,alive,,,,,
28,92,3,,alive,,,,,
28,117,3,,alive,,,,,
28,118,3,,alive,,,,,
28,54,3,,alive,,,,,
28,86,3,,dead,,,,,
28,116,3,,dead,,,,,
28,71,3,,dead,,,,,
28,113,4,,alive,,,,,
28,114,4,,alive,,,,,
28,101,4,,alive,,,,,
28,58,4,,alive,,,,,
28,102,4,,alive,,,,,
28,107,4,,alive,,,,,
28,96,4,,dead,,,,,
28,120,4,,dead,,,,,
28,1,5,,alive,,,,,
28,37,5,,alive,,,,,
28,32,5,,alive,,,,,
28,6,5,,alive,,,,,
28,34,5,,dead,,,,,
28,31,5,,dead,,,,,
28,11,5,,dead,,,,,
28,12,6,,alive,,,,,
28,49,6,,alive,,,,,
28,44,6,,alive,,,,,
28,40,6,,alive,,,,,
28,56,6,,alive,,,,,
28,22,6,,dead,,,,,
28,52,6,,dead,,,,,
28,97,7,,alive,,,,,
28,90,7,,alive,,,,,
28,106,7,,alive,,,,,
28,72,7,,alive,,,,,
28,104,7,,alive,,,,,
28,78,7,,dead,,,,,
28,89,7,,dead,,,,,
28,109,8,,alive,,,,,
28,82,8,,alive,,,,,
28,115,8,,alive,,,,,
28,70,8,,alive,,,,,
28,75,8,,alive,,,,,
28,103,8,,alive,,,,,
28,95,8,,alive,,,,,
28,77,8,,dead,,,,,
28,33,9,0.17,dead,,,,,
28,26,9,,alive,,,,,
28,39,9,,alive,,,,,
28,46,9,,alive,,,,,
28,63,9,,alive,,,,,
28,60,9,,alive,,,,,
28,5,9,,dead,,,,,
28,23,9,,dead,,,,,
28,36,10,0.18,dead,,,,,
28,42,10,,alive,,,,,
28,62,10,,alive,,,,,
28,53,10,,alive,,,,,
28,47,10,,alive,,,,,
28,15,10,,alive,,,,,
28,41,10,,dead,,,,,
28,48,10,,dead,,,,,
28,2,10,,dead,,,,,
28,3,10,,dead,,,,,
28,68,11,,alive,,,,,
28,74,11,,alive,,,,,
28,84,11,,alive,,,,,
28,119,11,,alive,,,,,
28,79,11,,alive,,,,,
28,67,11,,alive,,,,,
28,85,11,,dead,,,,,
28,94,11,,dead,,,,,
28,61,11,,dead,,,,,
28,98,12,,alive,,,,,
28,76,12,,alive,,,,,
28,110,12,,alive,,,,,
28,112,12,,alive,,,,,
28,55,12,,alive,,,,,
28,108,12,,alive,,,,,
28,99,12,,dead,,,,,
28,111,12,,dead,,,,,
29,14,1,0.18,alive,158.21,6.812488532,5.5978352,0.064545398,
29,19,1,0.29,alive,,,,,
29,45,1,0.36,alive,,,,,
29,25,1,,dead,,,,,
29,59,1,,dead,,,,,
29,10,1,,dead,,,,,
29,20,1,,dead,,,,,
29,7,1,,dead,,,,,
29,13,1,,dead,,,,,
29,9,2,0.16,alive,,,,,
29,51,2,0.18,alive,102.52,4.89378084,5.825551452,0.091088977,
29,17,2,0.19,alive,,,,,
29,27,2,0.27,alive,118.91,4.744151104,10.23371713,0.159937565,
29,43,2,0.37,alive,106.83,5.10110901,9.119511175,0.120095707,
29,35,2,,dead,,,,,
29,28,2,,dead,,,,,
29,16,2,,dead,,,,,
29,4,2,,dead,,,,,
29,66,2,,dead,,,,,
29,54,3,0.16,alive,,,,,
29,100,3,0.2,alive,,,,,
29,92,3,0.28,alive,,,,,
29,93,3,0.29,alive,123.1,6.066133843,11.17933626,0.121444428,
29,105,3,0.38,alive,190.26,7.380865242,5.797217192,0.059626423,
29,118,3,0.36,alive,,,,,
29,117,3,0.4,alive,126.72,5.061400772,8.2783164,0.115680113,
29,86,3,,dead,,,,,
29,116,3,,dead,,,,,
29,71,3,,dead,,,,,
29,114,4,0.18,alive,125.74,5.141669736,11.53591999,0.186586365,
29,107,4,0.3,alive,,,,,
29,58,4,0.32,alive,119.09,4.855684995,9.957239446,0.157344187,
29,101,4,0.34,alive,125.01,5.273327204,6.674269159,0.102984499,
29,102,4,0.37,alive,133.4,4.946174933,9.1838504,0.151334083,
29,113,4,0.53,alive,,,,,
29,96,4,,dead,,,,,
29,120,4,,dead,,,,,
29,6,5,0.24,alive,,,,,
29,37,5,0.21,alive,,,,,
29,1,5,0.31,alive,123.35,4.400126261,9.728582627,0.128956705,
29,32,5,0.39,alive,107.84,4.246733742,8.669289532,0.129887283,
29,34,5,,dead,,,,,
29,31,5,,dead,,,,,
29,11,5,,dead,,,,,
29,12,6,0.19,alive,,,,,
29,56,6,0.24,alive,116.64,5.080205197,7.993471462,0.117843091,
29,49,6,0.25,alive,,,,,
29,44,6,0.41,alive,,,,,
29,40,6,0.48,alive,111.34,5.468403272,9.938399231,0.140264489,
29,22,6,,dead,,,,,
29,52,6,,dead,,,,,
29,106,7,0.19,alive,,,,,
29,97,7,0.21,alive,147,4.46535485,13.02074114,0.17073319,
29,72,7,0.26,alive,,,,,
29,90,7,0.32,alive,,,,,
29,104,7,0.32,alive,128.57,5.115346291,19.759747,0.260260602,
29,78,7,,dead,,,,,
29,89,7,,dead,,,,,
29,70,8,0.23,alive,,,,,
29,95,8,0.29,alive,,,,,
29,115,8,0.34,alive,133.16,5.229519939,8.523404393,0.108273182,
29,75,8,0.31,alive,149.79,5.440764578,8.250264041,0.09199478,
29,82,8,0.35,alive,127.4,5.417890305,7.3094629,0.087333341,
29,103,8,0.38,alive,,,,,
29,109,8,0.41,alive,119.05,5.259671227,8.918379566,0.121181515,
29,77,8,,dead,,,,,
29,26,9,0.19,alive,109.2,4.933906601,8.049548108,0.118508885,
29,63,9,0.21,alive,,,,,
29,60,9,0.24,alive,,,,,
29,39,9,0.27,alive,,,,,
29,46,9,0.3,alive,152.12,6.459321039,6.054750133,0.09674222,
29,5,9,,dead,,,,,
29,23,9,,dead,,,,,
29,33,9,,dead,,,,,
29,15,10,0.2,alive,,,,,
29,62,10,0.23,alive,,,,,
29,47,10,0.28,alive,125.69,5.244901324,10.89706951,0.15299042,
29,53,10,0.39,alive,,,,,
29,42,10,0.46,alive,,,,,
29,41,10,,dead,,,,,
29,48,10,,dead,,,,,
29,2,10,,dead,,,,,
29,3,10,,dead,,,,,
29,36,10,,dead,,,,,
29,74,11,0.23,alive,,,,,
29,67,11,0.24,alive,,,,,
29,68,11,0.29,alive,,,,,
29,79,11,0.32,alive,122.95,4.751129584,7.261113619,0.089866043,
29,84,11,0.41,alive,127.55,5.770658979,9.774686009,0.135164752,
29,119,11,0.54,alive,,,,,
29,85,11,,dead,,,,,
29,94,11,,dead,,,,,
29,61,11,,dead,,,,,
29,98,12,0.19,alive,121.62,5.806266208,7.215696996,0.09634559,
29,110,12,0.26,alive,,,,,
29,112,12,0.26,alive,,,,,
29,108,12,0.31,alive,125.27,5.40828956,9.428169639,0.126004884,
29,76,12,0.33,alive,,,,,
29,55,12,0.37,alive,120.82,5.494496788,7.375892596,0.082380648,
29,99,12,,dead,,,,,
29,111,12,,dead,,,,,
3,13,1,,alive,,,,,
3,20,1,,alive,,,,,
3,45,1,,alive,,,,,
3,59,1,,alive,,,,,
3,7,1,,alive,,,,,
3,10,1,,alive,,,,,
3,19,1,,alive,,,,,
3,14,1,,alive,,,,,
3,25,1,,alive,,,,,
3,17,2,,alive,,,,,
3,16,2,,alive,,,,,
3,43,2,,alive,,,,,
3,51,2,,alive,,,,,
3,27,2,,alive,,,,,
3,66,2,,alive,,,,,
3,4,2,,alive,,,,,
3,9,2,,alive,,,,,
3,35,2,,dead,,,,,
3,28,2,,dead,,,,,
3,116,3,,alive,,,,,
3,93,3,,alive,,,,,
3,71,3,,alive,,,,,
3,54,3,,alive,,,,,
3,100,3,,alive,,,,,
3,105,3,,alive,,,,,
3,92,3,,alive,,,,,
3,117,3,,alive,,,,,
3,118,3,,alive,,,,,
3,86,3,,dead,,,,,
3,107,4,,alive,,,,,
3,113,4,,alive,,,,,
3,114,4,,alive,,,,,
3,120,4,,alive,,,,,
3,101,4,,alive,,,,,
3,58,4,,alive,,,,,
3,102,4,,alive,,,,,
3,96,4,,dead,,,,,
3,31,5,,alive,,,,,
3,6,5,,alive,,,,,
3,1,5,,alive,,,,,
3,11,5,,alive,,,,,
3,34,5,,alive,,,,,
3,37,5,,alive,,,,,
3,32,5,,alive,,,,,
3,52,6,,alive,,,,,
3,22,6,,alive,,,,,
3,56,6,,alive,,,,,
3,49,6,,alive,,,,,
3,44,6,,alive,,,,,
3,12,6,,alive,,,,,
3,49,6,,alive,,,,,
3,40,6,,alive,,,,,
3,97,7,,alive,,,,,
3,106,7,,alive,,,,,
3,72,7,,alive,,,,,
3,78,7,,alive,,,,,
3,104,7,,alive,,,,,
3,90,7,,alive,,,,,
3,89,7,,alive,,,,,
3,83,7,,dead,,,,,
3,103,8,,alive,,,,,
3,109,8,,alive,,,,,
3,82,8,,alive,,,,,
3,115,8,,alive,,,,,
3,70,8,,alive,,,,,
3,75,8,,alive,,,,,
3,95,8,,alive,,,,,
3,77,8,,alive,,,,,
3,39,9,,alive,,,,,
3,63,9,,alive,,,,,
3,60,9,,alive,,,,,
3,33,9,,alive,,,,,
3,23,9,,alive,,,,,
3,5,9,,alive,,,,,
3,46,9,,alive,,,,,
3,26,9,,alive,,,,,
3,62,10,,alive,,,,,
3,53,10,,alive,,,,,
3,36,10,,alive,,,,,
3,3,10,,alive,,,,,
3,47,10,,alive,,,,,
3,42,10,,alive,,,,,
3,41,10,,alive,,,,,
3,2,10,,alive,,,,,
3,15,10,,alive,,,,,
3,67,11,,alive,,,,,
3,68,11,,alive,,,,,
3,74,11,,alive,,,,,
3,61,11,,alive,,,,,
3,119,11,,alive,,,,,
3,84,11,,alive,,,,,
3,94,11,,alive,,,,,
3,79,11,,alive,,,,,
3,85,11,,dead,,,,,
3,76,12,,alive,,,,,
3,55,12,,alive,,,,,
3,99,12,,alive,,,,,
3,108,12,,alive,,,,,
3,98,12,,alive,,,,,
3,110,12,,alive,,,,,
3,112,12,,alive,,,,,
3,111,12,,alive,,,,,
30,14,1,0.21,dead,,,,,
30,45,1,,alive,,,,,
30,19,1,,alive,,,,,
30,25,1,,dead,,,,,
30,59,1,,dead,,,,,
30,10,1,,dead,,,,,
30,20,1,,dead,,,,,
30,7,1,,dead,,,,,
30,13,1,,dead,,,,,
30,51,2,0.19,dead,,,,,
30,27,2,0.29,dead,,,,,
30,9,2,,alive,,,,,
30,43,2,,alive,,,,,
30,17,2,,alive,,,,,
30,35,2,,dead,,,,,
30,28,2,,dead,,,,,
30,16,2,,dead,,,,,
30,4,2,,dead,,,,,
30,66,2,,dead,,,,,
30,54,3,0.17,dead,,,,,
30,100,3,0.18,dead,,,,,
30,93,3,0.33,dead,,,,,
30,117,3,,alive,,,,,
30,105,3,,alive,,,,,
30,92,3,,alive,,,,,
30,118,3,,alive,,,,,
30,86,3,,dead,,,,,
30,116,3,,dead,,,,,
30,71,3,,dead,,,,,
30,114,4,0.21,dead,,,,,
30,101,4,,alive,,,,,
30,58,4,,alive,,,,,
30,102,4,,alive,,,,,
30,107,4,,alive,,,,,
30,113,4,,alive,,,,,
30,96,4,,dead,,,,,
30,120,4,,dead,,,,,
30,6,5,0.23,dead,,,,,
30,37,5,,alive,,,,,
30,1,5,,alive,,,,,
30,32,5,,alive,,,,,
30,34,5,,dead,,,,,
30,31,5,,dead,,,,,
30,11,5,,dead,,,,,
30,44,6,,alive,,,,,
30,12,6,,alive,,,,,
30,49,6,,alive,,,,,
30,40,6,,alive,,,,,
30,56,6,,alive,,,,,
30,22,6,,dead,,,,,
30,52,6,,dead,,,,,
30,90,7,,alive,,,,,
30,106,7,,alive,,,,,
30,72,7,,alive,,,,,
30,104,7,,alive,,,,,
30,97,7,,alive,,,,,
30,78,7,,dead,,,,,
30,89,7,,dead,,,,,
30,70,8,0.24,dead,,,,,
30,75,8,,alive,,,,,
30,103,8,,alive,,,,,
30,95,8,,alive,,,,,
30,109,8,,alive,,,,,
30,82,8,,alive,,,,,
30,115,8,,alive,,,,,
30,77,8,,dead,,,,,
30,26,9,,alive,,,,,
30,60,9,,alive,,,,,
30,46,9,,alive,,,,,
30,39,9,,alive,,,,,
30,63,9,,alive,,,,,
30,5,9,,dead,,,,,
30,23,9,,dead,,,,,
30,33,9,,dead,,,,,
30,62,10,0.21,dead,,,,,
30,53,10,,alive,,,,,
30,47,10,,alive,,,,,
30,42,10,,alive,,,,,
30,15,10,,alive,,,,,
30,41,10,,dead,,,,,
30,48,10,,dead,,,,,
30,2,10,,dead,,,,,
30,3,10,,dead,,,,,
30,36,10,,dead,,,,,
30,67,11,0.2,dead,,,,,
30,74,11,0.25,dead,,,,,
30,84,11,,alive,,,,,
30,79,11,,alive,,,,,
30,68,11,,alive,,,,,
30,119,11,,alive,,,,,
30,85,11,,dead,,,,,
30,94,11,,dead,,,,,
30,61,11,,dead,,,,,
30,98,12,0.12,dead,,,,,
30,55,12,,alive,,,,,
30,76,12,,alive,,,,,
30,110,12,,alive,,,,,
30,108,12,,alive,,,,,
30,112,12,,alive,,,,,
30,99,12,,dead,,,,,
30,111,12,,dead,,,,,
31,19,1,0.29,dead,,,,,
31,45,1,,alive,,,,,
31,25,1,,dead,,,,,
31,59,1,,dead,,,,,
31,10,1,,dead,,,,,
31,20,1,,dead,,,,,
31,7,1,,dead,,,,,
31,13,1,,dead,,,,,
31,14,1,,dead,,,,,
31,9,2,0.18,dead,,,,,
31,43,2,0.43,dead,,,,,
31,17,2,,alive,,,,,
31,35,2,,dead,,,,,
31,28,2,,dead,,,,,
31,16,2,,dead,,,,,
31,4,2,,dead,,,,,
31,66,2,,dead,,,,,
31,51,2,,dead,,,,,
31,27,2,,dead,,,,,
31,117,3,0.42,dead,,,,,
31,105,3,,alive,,,,,
31,118,3,,alive,,,,,
31,86,3,,dead,,,,,
31,116,3,,dead,,,,,
31,71,3,,dead,,,,,
31,93,3,,dead,,,,,
31,100,3,,dead,,,,,
31,54,3,,dead,,,,,
31,101,4,,alive,,,,,
31,58,4,,alive,,,,,
31,102,4,,alive,,,,,
31,107,4,,alive,,,,,
31,113,4,,alive,,,,,
31,96,4,,dead,,,,,
31,120,4,,dead,,,,,
31,114,4,,dead,,,,,
31,1,5,,alive,,,,,
31,37,5,,alive,,,,,
31,32,5,,alive,,,,,
31,34,5,,dead,,,,,
31,31,5,,dead,,,,,
31,11,5,,dead,,,,,
31,6,5,,dead,,,,,
31,12,6,0.19,dead,,,,,
31,44,6,,alive,,,,,
31,49,6,,alive,,,,,
31,40,6,,alive,,,,,
31,56,6,,alive,,,,,
31,22,6,,dead,,,,,
31,52,6,,dead,,,,,
31,106,7,0.18,dead,,,,,
31,97,7,,alive,,,,,
31,72,7,,alive,,,,,
31,104,7,,alive,,,,,
31,90,7,,alive,,,,,
31,78,7,,dead,,,,,
31,89,7,,dead,,,,,
31,103,8,,alive,,,,,
31,95,8,,alive,,,,,
31,75,8,,alive,,,,,
31,109,8,,alive,,,,,
31,82,8,,alive,,,,,
31,115,8,,alive,,,,,
31,77,8,,dead,,,,,
31,70,8,,dead,,,,,
31,63,9,0.23,dead,,,,,
31,46,9,,alive,,,,,
31,60,9,,alive,,,,,
31,26,9,,alive,,,,,
31,39,9,,alive,,,,,
31,5,9,,dead,,,,,
31,23,9,,dead,,,,,
31,33,9,,dead,,,,,
31,15,10,0.23,dead,,,,,
31,47,10,0.29,dead,,,,,
31,42,10,0.46,dead,,,,,
31,53,10,,alive,,,,,
31,41,10,,dead,,,,,
31,48,10,,dead,,,,,
31,2,10,,dead,,,,,
31,3,10,,dead,,,,,
31,36,10,,dead,,,,,
31,62,10,,dead,,,,,
31,68,11,,alive,,,,,
31,84,11,,alive,,,,,
31,119,11,,alive,,,,,
31,79,11,,alive,,,,,
31,85,11,,dead,,,,,
31,94,11,,dead,,,,,
31,61,11,,dead,,,,,
31,67,11,,dead,,,,,
31,74,11,,dead,,,,,
31,76,12,,alive,,,,,
31,108,12,,alive,,,,,
31,55,12,,alive,,,,,
31,110,12,,alive,,,,,
31,112,12,,alive,,,,,
31,99,12,,dead,,,,,
31,111,12,,dead,,,,,
31,98,12,,dead,,,,,
32,45,1,,alive,,,,,
32,25,1,,dead,,,,,
32,59,1,,dead,,,,,
32,10,1,,dead,,,,,
32,20,1,,dead,,,,,
32,7,1,,dead,,,,,
32,13,1,,dead,,,,,
32,14,1,,dead,,,,,
32,19,1,,dead,,,,,
32,17,2,,alive,,,,,
32,35,2,,dead,,,,,
32,28,2,,dead,,,,,
32,16,2,,dead,,,,,
32,4,2,,dead,,,,,
32,66,2,,dead,,,,,
32,51,2,,dead,,,,,
32,27,2,,dead,,,,,
32,43,2,,dead,,,,,
32,9,2,,dead,,,,,
32,92,3,,alive,,,,,
32,105,3,,alive,,,,,
32,118,3,,alive,,,,,
32,86,3,,dead,,,,,
32,116,3,,dead,,,,,
32,71,3,,dead,,,,,
32,93,3,,dead,,,,,
32,100,3,,dead,,,,,
32,54,3,,dead,,,,,
32,117,3,,dead,,,,,
32,113,4,,alive,,,,,
32,101,4,,alive,,,,,
32,58,4,,alive,,,,,
32,102,4,,alive,,,,,
32,107,4,,alive,,,,,
32,96,4,,dead,,,,,
32,120,4,,dead,,,,,
32,114,4,,dead,,,,,
32,1,5,,alive,,,,,
32,37,5,,alive,,,,,
32,32,5,,alive,,,,,
32,34,5,,dead,,,,,
32,31,5,,dead,,,,,
32,11,5,,dead,,,,,
32,6,5,,dead,,,,,
32,40,6,,alive,,,,,
32,44,6,,alive,,,,,
32,49,6,,alive,,,,,
32,56,6,,alive,,,,,
32,22,6,,dead,,,,,
32,52,6,,dead,,,,,
32,12,6,,dead,,,,,
32,97,7,,alive,,,,,
32,72,7,,alive,,,,,
32,104,7,,alive,,,,,
32,90,7,,alive,,,,,
32,78,7,,dead,,,,,
32,89,7,,dead,,,,,
32,106,7,,dead,,,,,
32,115,8,,alive,,,,,
32,75,8,,alive,,,,,
32,103,8,,alive,,,,,
32,95,8,,alive,,,,,
32,109,8,,alive,,,,,
32,82,8,,alive,,,,,
32,77,8,,dead,,,,,
32,70,8,,dead,,,,,
32,26,9,,alive,,,,,
32,46,9,,alive,,,,,
32,39,9,,alive,,,,,
32,60,9,,alive,,,,,
32,5,9,,dead,,,,,
32,23,9,,dead,,,,,
32,33,9,,dead,,,,,
32,63,9,,dead,,,,,
32,53,10,,alive,,,,,
32,41,10,,dead,,,,,
32,48,10,,dead,,,,,
32,2,10,,dead,,,,,
32,3,10,,dead,,,,,
32,36,10,,dead,,,,,
32,62,10,,dead,,,,,
32,47,10,,dead,,,,,
32,42,10,,dead,,,,,
32,15,10,,dead,,,,,
32,68,11,,alive,,,,,
32,84,11,,alive,,,,,
32,119,11,,alive,,,,,
32,79,11,,alive,,,,,
32,85,11,,dead,,,,,
32,94,11,,dead,,,,,
32,61,11,,dead,,,,,
32,67,11,,dead,,,,,
32,74,11,,dead,,,,,
32,112,12,0.28,dead,,,,,
32,108,12,,alive,,,,,
32,76,12,,alive,,,,,
32,110,12,,alive,,,,,
32,55,12,,alive,,,,,
32,99,12,,dead,,,,,
32,111,12,,dead,,,,,
32,98,12,,dead,,,,,
33,45,1,,alive,,,,,
33,25,1,,dead,,,,,
33,59,1,,dead,,,,,
33,10,1,,dead,,,,,
33,20,1,,dead,,,,,
33,7,1,,dead,,,,,
33,13,1,,dead,,,,,
33,14,1,,dead,,,,,
33,19,1,,dead,,,,,
33,17,2,,alive,,,,,
33,35,2,,dead,,,,,
33,28,2,,dead,,,,,
33,16,2,,dead,,,,,
33,4,2,,dead,,,,,
33,66,2,,dead,,,,,
33,51,2,,dead,,,,,
33,27,2,,dead,,,,,
33,43,2,,dead,,,,,
33,9,2,,dead,,,,,
33,105,3,,alive,,,,,
33,92,3,,alive,,,,,
33,105,3,,alive,,,,,
33,86,3,,dead,,,,,
33,116,3,,dead,,,,,
33,71,3,,dead,,,,,
33,93,3,,dead,,,,,
33,100,3,,dead,,,,,
33,54,3,,dead,,,,,
33,117,3,,dead,,,,,
33,101,4,,alive,,,,,
33,58,4,,alive,,,,,
33,102,4,,alive,,,,,
33,107,4,,alive,,,,,
33,113,4,,alive,,,,,
33,96,4,,dead,,,,,
33,120,4,,dead,,,,,
33,114,4,,dead,,,,,
33,1,5,,alive,,,,,
33,37,5,,alive,,,,,
33,32,5,,alive,,,,,
33,34,5,,dead,,,,,
33,31,5,,dead,,,,,
33,11,5,,dead,,,,,
33,6,5,,dead,,,,,
33,49,6,,alive,,,,,
33,44,6,,alive,,,,,
33,40,6,,alive,,,,,
33,56,6,,alive,,,,,
33,22,6,,dead,,,,,
33,52,6,,dead,,,,,
33,12,6,,dead,,,,,
33,97,7,,alive,,,,,
33,72,7,,alive,,,,,
33,104,7,,alive,,,,,
33,90,7,,alive,,,,,
33,78,7,,dead,,,,,
33,89,7,,dead,,,,,
33,106,7,,dead,,,,,
33,75,8,,alive,,,,,
33,103,8,,alive,,,,,
33,95,8,,alive,,,,,
33,109,8,,alive,,,,,
33,82,8,,alive,,,,,
33,115,8,,alive,,,,,
33,77,8,,dead,,,,,
33,70,8,,dead,,,,,
33,46,9,,alive,,,,,
33,26,9,,alive,,,,,
33,39,9,,alive,,,,,
33,60,9,,alive,,,,,
33,5,9,,dead,,,,,
33,23,9,,dead,,,,,
33,33,9,,dead,,,,,
33,63,9,,dead,,,,,
33,53,10,0.37,dead,,,,,
33,41,10,,dead,,,,,
33,48,10,,dead,,,,,
33,2,10,,dead,,,,,
33,3,10,,dead,,,,,
33,36,10,,dead,,,,,
33,62,10,,dead,,,,,
33,47,10,,dead,,,,,
33,42,10,,dead,,,,,
33,15,10,,dead,,,,,
33,68,11,,alive,,,,,
33,84,11,,alive,,,,,
33,119,11,,alive,,,,,
33,79,11,,alive,,,,,
33,85,11,,dead,,,,,
33,94,11,,dead,,,,,
33,61,11,,dead,,,,,
33,67,11,,dead,,,,,
33,74,11,,dead,,,,,
33,110,12,0.25,dead,,,,,
33,76,12,0.31,dead,,,,,
33,110,12,,alive,,,,,
33,55,12,,alive,,,,,
33,99,12,,dead,,,,,
33,111,12,,dead,,,,,
33,98,12,,dead,,,,,
33,112,12,,dead,,,,,
34,45,1,,alive,,,,,
34,25,1,,dead,,,,,
34,59,1,,dead,,,,,
34,10,1,,dead,,,,,
34,20,1,,dead,,,,,
34,7,1,,dead,,,,,
34,13,1,,dead,,,,,
34,14,1,,dead,,,,,
34,19,1,,dead,,,,,
34,17,2,,alive,,,,,
34,35,2,,dead,,,,,
34,28,2,,dead,,,,,
34,16,2,,dead,,,,,
34,4,2,,dead,,,,,
34,66,2,,dead,,,,,
34,51,2,,dead,,,,,
34,27,2,,dead,,,,,
34,43,2,,dead,,,,,
34,9,2,,dead,,,,,
34,105,3,,alive,,,,,
34,92,3,,alive,,,,,
34,118,3,,alive,,,,,
34,86,3,,dead,,,,,
34,116,3,,dead,,,,,
34,71,3,,dead,,,,,
34,93,3,,dead,,,,,
34,100,3,,dead,,,,,
34,54,3,,dead,,,,,
34,117,3,,dead,,,,,
34,101,4,,alive,,,,,
34,58,4,,alive,,,,,
34,102,4,,alive,,,,,
34,107,4,,alive,,,,,
34,113,4,,alive,,,,,
34,96,4,,dead,,,,,
34,120,4,,dead,,,,,
34,114,4,,dead,,,,,
34,1,5,,alive,,,,,
34,37,5,,alive,,,,,
34,32,5,,alive,,,,,
34,34,5,,dead,,,,,
34,31,5,,dead,,,,,
34,11,5,,dead,,,,,
34,6,5,,dead,,,,,
34,44,6,,alive,,,,,
34,49,6,,alive,,,,,
34,40,6,,alive,,,,,
34,56,6,,alive,,,,,
34,22,6,,dead,,,,,
34,52,6,,dead,,,,,
34,12,6,,dead,,,,,
34,97,7,0.19,dead,,,,,
34,72,7,,alive,,,,,
34,104,7,,alive,,,,,
34,90,7,,alive,,,,,
34,78,7,,dead,,,,,
34,89,7,,dead,,,,,
34,106,7,,dead,,,,,
34,75,8,,alive,,,,,
34,103,8,,alive,,,,,
34,95,8,,alive,,,,,
34,109,8,,alive,,,,,
34,82,8,,alive,,,,,
34,115,8,,alive,,,,,
34,77,8,,dead,,,,,
34,70,8,,dead,,,,,
34,26,9,,alive,,,,,
34,46,9,,alive,,,,,
34,39,9,,alive,,,,,
34,60,9,,alive,,,,,
34,5,9,,dead,,,,,
34,23,9,,dead,,,,,
34,33,9,,dead,,,,,
34,63,9,,dead,,,,,
34,41,10,,dead,,,,,
34,48,10,,dead,,,,,
34,2,10,,dead,,,,,
34,3,10,,dead,,,,,
34,36,10,,dead,,,,,
34,62,10,,dead,,,,,
34,47,10,,dead,,,,,
34,42,10,,dead,,,,,
34,15,10,,dead,,,,,
34,53,10,,dead,,,,,
34,68,11,0.29,dead,,,,,
34,84,11,,alive,,,,,
34,119,11,,alive,,,,,
34,79,11,,alive,,,,,
34,85,11,,dead,,,,,
