Experiment_Day,Frog Number,Treatment,Mass (g),Mortality,RichnessMean,RichnessSD,InvSimpMean,InvSimpSD,"Bd (0=absent, 1=present)"
34,94,11,,dead,,,,,
34,61,11,,dead,,,,,
34,67,11,,dead,,,,,
34,74,11,,dead,,,,,
34,55,12,,alive,,,,,
34,108,12,,alive,,,,,
34,99,12,,dead,,,,,
34,111,12,,dead,,,,,
34,98,12,,dead,,,,,
34,112,12,,dead,,,,,
34,76,12,,dead,,,,,
34,110,12,,dead,,,,,
35,45,1,,alive,,,,,
35,25,1,,dead,,,,,
35,59,1,,dead,,,,,
35,10,1,,dead,,,,,
35,20,1,,dead,,,,,
35,7,1,,dead,,,,,
35,13,1,,dead,,,,,
35,14,1,,dead,,,,,
35,19,1,,dead,,,,,
35,17,2,,alive,,,,,
35,35,2,,dead,,,,,
35,28,2,,dead,,,,,
35,16,2,,dead,,,,,
35,4,2,,dead,,,,,
35,66,2,,dead,,,,,
35,51,2,,dead,,,,,
35,27,2,,dead,,,,,
35,43,2,,dead,,,,,
35,9,2,,dead,,,,,
35,105,3,,alive,,,,,
35,92,3,,alive,,,,,
35,118,3,,alive,,,,,
35,86,3,,dead,,,,,
35,116,3,,dead,,,,,
35,71,3,,dead,,,,,
35,93,3,,dead,,,,,
35,100,3,,dead,,,,,
35,54,3,,dead,,,,,
35,117,3,,dead,,,,,
35,102,4,,alive,,,,,
35,101,4,,alive,,,,,
35,58,4,,alive,,,,,
35,107,4,,alive,,,,,
35,113,4,,alive,,,,,
35,96,4,,dead,,,,,
35,120,4,,dead,,,,,
35,114,4,,dead,,,,,
35,1,5,,alive,,,,,
35,37,5,,alive,,,,,
35,32,5,,alive,,,,,
35,34,5,,dead,,,,,
35,31,5,,dead,,,,,
35,11,5,,dead,,,,,
35,6,5,,dead,,,,,
35,44,6,,alive,,,,,
35,49,6,,alive,,,,,
35,40,6,,alive,,,,,
35,22,6,,dead,,,,,
35,52,6,,dead,,,,,
35,12,6,,dead,,,,,
35,72,7,,alive,,,,,
35,104,7,,alive,,,,,
35,90,7,,alive,,,,,
35,78,7,,dead,,,,,
35,89,7,,dead,,,,,
35,106,7,,dead,,,,,
35,97,7,,dead,,,,,
35,75,8,,alive,,,,,
35,103,8,,alive,,,,,
35,95,8,,alive,,,,,
35,109,8,,alive,,,,,
35,82,8,,alive,,,,,
35,115,8,,alive,,,,,
35,77,8,,dead,,,,,
35,70,8,,dead,,,,,
35,60,9,0.24,dead,,,,,
35,39,9,0.28,dead,,,,,
35,46,9,,alive,,,,,
35,26,9,,alive,,,,,
35,5,9,,dead,,,,,
35,23,9,,dead,,,,,
35,33,9,,dead,,,,,
35,63,9,,dead,,,,,
35,41,10,,dead,,,,,
35,48,10,,dead,,,,,
35,2,10,,dead,,,,,
35,3,10,,dead,,,,,
35,36,10,,dead,,,,,
35,62,10,,dead,,,,,
35,47,10,,dead,,,,,
35,42,10,,dead,,,,,
35,15,10,,dead,,,,,
35,53,10,,dead,,,,,
35,84,11,,alive,,,,,
35,119,11,,alive,,,,,
35,79,11,,alive,,,,,
35,85,11,,dead,,,,,
35,94,11,,dead,,,,,
35,61,11,,dead,,,,,
35,67,11,,dead,,,,,
35,74,11,,dead,,,,,
35,68,11,,dead,,,,,
35,55,12,0.39,dead,,,,,
35,108,12,,alive,,,,,
35,99,12,,dead,,,,,
35,111,12,,dead,,,,,
35,98,12,,dead,,,,,
35,112,12,,dead,,,,,
35,76,12,,dead,,,,,
35,110,12,,dead,,,,,
36,45,1,0.35,alive,,,,,
36,25,1,,dead,,,,,
36,59,1,,dead,,,,,
36,10,1,,dead,,,,,
36,20,1,,dead,,,,,
36,7,1,,dead,,,,,
36,13,1,,dead,,,,,
36,14,1,,dead,,,,,
36,19,1,,dead,,,,,
36,17,2,0.18,alive,,,,,
36,35,2,,dead,,,,,
36,28,2,,dead,,,,,
36,16,2,,dead,,,,,
36,4,2,,dead,,,,,
36,66,2,,dead,,,,,
36,51,2,,dead,,,,,
36,27,2,,dead,,,,,
36,43,2,,dead,,,,,
36,9,2,,dead,,,,,
36,92,3,0.25,alive,,,,,
36,118,3,0.34,alive,,,,,
36,105,3,0.35,alive,,,,,
36,86,3,,dead,,,,,
36,116,3,,dead,,,,,
36,71,3,,dead,,,,,
36,93,3,,dead,,,,,
36,100,3,,dead,,,,,
36,54,3,,dead,,,,,
36,117,3,,dead,,,,,
36,107,4,0.27,alive,,,,,
36,58,4,0.28,alive,,,,,
36,101,4,0.31,alive,,,,,
36,102,4,0.32,alive,,,,,
36,113,4,0.49,alive,,,,,
36,96,4,,dead,,,,,
36,120,4,,dead,,,,,
36,114,4,,dead,,,,,
36,37,5,0.2,alive,,,,,
36,1,5,0.28,alive,,,,,
36,32,5,0.35,alive,,,,,
36,34,5,,dead,,,,,
36,31,5,,dead,,,,,
36,11,5,,dead,,,,,
36,6,5,,dead,,,,,
36,56,6,0.21,alive,,,,,
36,49,6,0.22,alive,,,,,
36,44,6,0.36,alive,,,,,
36,40,6,0.43,alive,,,,,
36,22,6,,dead,,,,,
36,52,6,,dead,,,,,
36,12,6,,dead,,,,,
36,72,7,0.25,alive,,,,,
36,104,7,0.28,alive,,,,,
36,90,7,0.29,alive,,,,,
36,78,7,,dead,,,,,
36,89,7,,dead,,,,,
36,106,7,,dead,,,,,
36,97,7,,dead,,,,,
36,95,8,0.28,alive,,,,,
36,75,8,0.26,alive,,,,,
36,82,8,0.32,alive,,,,,
36,115,8,0.29,alive,,,,,
36,103,8,0.34,alive,,,,,
36,109,8,0.36,alive,,,,,
36,77,8,,dead,,,,,
36,70,8,,dead,,,,,
36,26,9,0.18,alive,,,,,
36,46,9,0.28,alive,,,,,
36,5,9,,dead,,,,,
36,23,9,,dead,,,,,
36,33,9,,dead,,,,,
36,63,9,,dead,,,,,
36,39,9,,dead,,,,,
36,60,9,,dead,,,,,
36,41,10,,dead,,,,,
36,48,10,,dead,,,,,
36,2,10,,dead,,,,,
36,3,10,,dead,,,,,
36,36,10,,dead,,,,,
36,62,10,,dead,,,,,
36,47,10,,dead,,,,,
36,42,10,,dead,,,,,
36,15,10,,dead,,,,,
36,53,10,,dead,,,,,
36,79,11,0.29,alive,,,,,
36,84,11,0.38,alive,,,,,
36,119,11,0.5,alive,,,,,
36,85,11,,dead,,,,,
36,94,11,,dead,,,,,
36,61,11,,dead,,,,,
36,67,11,,dead,,,,,
36,74,11,,dead,,,,,
36,68,11,,dead,,,,,
36,108,12,0.28,alive,,,,,
36,99,12,,dead,,,,,
36,111,12,,dead,,,,,
36,98,12,,dead,,,,,
36,112,12,,dead,,,,,
36,76,12,,dead,,,,,
36,110,12,,dead,,,,,
36,55,12,,dead,,,,,
4,10,1,,alive,,,,,
4,13,1,,alive,,,,,
4,45,1,,alive,,,,,
4,59,1,,alive,,,,,
4,7,1,,alive,,,,,
4,19,1,,alive,,,,,
4,14,1,,alive,,,,,
4,25,1,,alive,,,,,
4,20,1,,alive,,,,,
4,66,2,,alive,,,,,
4,16,2,,alive,,,,,
4,43,2,,alive,,,,,
4,51,2,,alive,,,,,
4,27,2,,alive,,,,,
4,4,2,,alive,,,,,
4,9,2,,alive,,,,,
4,17,2,,alive,,,,,
4,35,2,,dead,,,,,
4,28,2,,dead,,,,,
4,71,3,,alive,,,,,
4,54,3,,alive,,,,,
4,93,3,,alive,,,,,
4,100,3,,alive,,,,,
4,105,3,,alive,,,,,
4,116,3,,alive,,,,,
4,92,3,,alive,,,,,
4,117,3,,alive,,,,,
4,118,3,,alive,,,,,
4,86,3,,dead,,,,,
4,101,4,,alive,,,,,
4,102,4,,alive,,,,,
4,114,4,,alive,,,,,
4,58,4,,alive,,,,,
4,107,4,,alive,,,,,
4,113,4,,alive,,,,,
4,120,4,,alive,,,,,
4,96,4,,dead,,,,,
4,11,5,,alive,,,,,
4,31,5,,alive,,,,,
4,32,5,,alive,,,,,
4,1,5,,alive,,,,,
4,34,5,,alive,,,,,
4,37,5,,alive,,,,,
4,6,5,,alive,,,,,
4,44,6,,alive,,,,,
4,12,6,,alive,,,,,
4,52,6,,alive,,,,,
4,22,6,,alive,,,,,
4,40,6,,alive,,,,,
4,49,6,,alive,,,,,
4,56,6,,alive,,,,,
4,104,7,,alive,,,,,
4,83,7,,alive,,,,,
4,97,7,,alive,,,,,
4,90,7,,alive,,,,,
4,89,7,,alive,,,,,
4,106,7,,alive,,,,,
4,72,7,,alive,,,,,
4,78,7,,alive,,,,,
4,82,8,,alive,,,,,
4,115,8,,alive,,,,,
4,77,8,,alive,,,,,
4,75,8,,alive,,,,,
4,109,8,,,,,,,
4,70,8,,alive,,,,,
4,103,8,,alive,,,,,
4,95,8,,alive,,,,,
4,46,9,,alive,,,,,
4,26,9,,alive,,,,,
4,63,9,,alive,,,,,
4,33,9,,alive,,,,,
4,23,9,,alive,,,,,
4,5,9,,alive,,,,,
4,39,9,,alive,,,,,
4,60,9,,alive,,,,,
4,48,10,,alive,,,,,
4,36,10,,alive,,,,,
4,62,10,,alive,,,,,
4,41,10,,alive,,,,,
4,15,10,,alive,,,,,
4,3,10,,alive,,,,,
4,53,10,,alive,,,,,
4,47,10,,alive,,,,,
4,42,10,,alive,,,,,
4,2,10,,alive,,,,,
4,67,11,,alive,,,,,
4,68,11,,alive,,,,,
4,79,11,,alive,,,,,
4,61,11,,alive,,,,,
4,119,11,,alive,,,,,
4,74,11,,alive,,,,,
4,84,11,,alive,,,,,
4,94,11,,alive,,,,,
4,85,11,,dead,,,,,
4,108,12,,alive,,,,,
4,110,12,,alive,,,,,
4,112,12,,alive,,,,,
4,111,12,,alive,,,,,
4,55,12,,alive,,,,,
4,99,12,,alive,,,,,
4,98,12,,alive,,,,,
4,76,12,,alive,,,,,
5,7,1,,alive,,,,,
5,13,1,,alive,,,,,
5,19,1,,alive,,,,,
5,25,1,,alive,,,,,
5,20,1,,alive,,,,,
5,45,1,,alive,,,,,
5,59,1,,alive,,,,,
5,10,1,,alive,,,,,
5,14,1,,alive,,,,,
5,27,2,,alive,,,,,
5,66,2,,alive,,,,,
5,4,2,,alive,,,,,
5,9,2,,alive,,,,,
5,16,2,,alive,,,,,
5,43,2,,alive,,,,,
5,51,2,,alive,,,,,
5,17,2,,alive,,,,,
5,35,2,,dead,,,,,
5,28,2,,dead,,,,,
5,105,3,,alive,,,,,
5,116,3,,alive,,,,,
5,92,3,,alive,,,,,
5,117,3,,alive,,,,,
5,118,3,,alive,,,,,
5,93,3,,alive,,,,,
5,54,3,,alive,,,,,
5,71,3,,alive,,,,,
5,100,3,,alive,,,,,
5,86,3,,dead,,,,,
5,101,4,,alive,,,,,
5,107,4,,alive,,,,,
5,113,4,,alive,,,,,
5,114,4,,alive,,,,,
5,58,4,,alive,,,,,
5,102,4,,alive,,,,,
5,120,4,,alive,,,,,
5,96,4,,dead,,,,,
5,1,5,,alive,,,,,
5,11,5,,alive,,,,,
5,34,5,,alive,,,,,
5,31,5,,alive,,,,,
5,37,5,,alive,,,,,
5,6,5,,alive,,,,,
5,32,5,,alive,,,,,
5,49,6,,alive,,,,,
5,22,6,,alive,,,,,
5,44,6,,alive,,,,,
5,12,6,,alive,,,,,
5,52,6,,alive,,,,,
5,40,6,,alive,,,,,
5,56,6,,alive,,,,,
5,72,7,,alive,,,,,
5,90,7,,alive,,,,,
5,78,7,,alive,,,,,
5,104,7,,alive,,,,,
5,83,7,,alive,,,,,
5,97,7,,alive,,,,,
5,89,7,,alive,,,,,
5,106,7,,alive,,,,,
5,109,8,,,,,,,
5,115,8,,alive,,,,,
5,77,8,,alive,,,,,
5,75,8,,alive,,,,,
5,82,8,,alive,,,,,
5,70,8,,alive,,,,,
5,103,8,,alive,,,,,
5,95,8,,alive,,,,,
5,63,9,,alive,,,,,
5,26,9,,alive,,,,,
5,60,9,,alive,,,,,
5,33,9,,alive,,,,,
5,23,9,,alive,,,,,
5,5,9,,alive,,,,,
5,46,9,,alive,,,,,
5,39,9,,alive,,,,,
5,47,10,,alive,,,,,
5,42,10,,alive,,,,,
5,15,10,,alive,,,,,
5,48,10,,alive,,,,,
5,62,10,,alive,,,,,
5,3,10,,alive,,,,,
5,53,10,,alive,,,,,
5,41,10,,alive,,,,,
5,2,10,,alive,,,,,
5,36,10,,alive,,,,,
5,67,11,,alive,,,,,
5,74,11,,alive,,,,,
5,94,11,,alive,,,,,
5,61,11,,alive,,,,,
5,68,11,,alive,,,,,
5,119,11,,alive,,,,,
5,84,11,,alive,,,,,
5,79,11,,alive,,,,,
5,85,11,,dead,,,,,
5,112,12,,alive,,,,,
5,55,12,,alive,,,,,
5,99,12,,alive,,,,,
5,76,12,,alive,,,,,
5,110,12,,alive,,,,,
5,111,12,,alive,,,,,
5,108,12,,alive,,,,,
5,98,12,,alive,,,,,
6,7,1,,alive,,,,,
6,13,1,,alive,,,,,
6,19,1,,alive,,,,,
6,25,1,,alive,,,,,
6,45,1,,alive,,,,,
6,59,1,,alive,,,,,
6,10,1,,alive,,,,,
6,14,1,,alive,,,,,
6,20,1,,alive,,,,,
6,43,2,,alive,,,,,
6,27,2,,alive,,,,,
6,66,2,,alive,,,,,
6,51,2,,alive,,,,,
6,4,2,,alive,,,,,
6,9,2,,alive,,,,,
6,17,2,,alive,,,,,
6,35,2,,dead,,,,,
6,28,2,,dead,,,,,
6,116,3,,alive,,,,,
6,92,3,,alive,,,,,
6,93,3,,alive,,,,,
6,71,3,,alive,,,,,
6,54,3,,alive,,,,,
6,100,3,,alive,,,,,
6,105,3,,alive,,,,,
6,118,3,,alive,,,,,
6,86,3,,dead,,,,,
6,114,4,,alive,,,,,
6,101,4,,alive,,,,,
6,102,4,,alive,,,,,
6,113,4,,alive,,,,,
6,114,4,,alive,,,,,
6,58,4,,alive,,,,,
6,107,4,,alive,,,,,
6,120,4,,alive,,,,,
6,96,4,,dead,,,,,
6,11,5,,alive,,,,,
6,31,5,,alive,,,,,
6,37,5,,alive,,,,,
6,1,5,,alive,,,,,
6,34,5,,alive,,,,,
6,6,5,,alive,,,,,
6,32,5,,alive,,,,,
6,106,5,,alive,,,,,
6,12,6,,alive,,,,,
6,22,6,,alive,,,,,
6,56,6,,alive,,,,,
6,44,6,,alive,,,,,
6,49,6,,alive,,,,,
6,52,6,,alive,,,,,
6,40,6,,alive,,,,,
6,72,7,,alive,,,,,
6,83,7,,alive,,,,,
6,78,7,,alive,,,,,
6,104,7,,alive,,,,,
6,97,7,,alive,,,,,
6,90,7,,alive,,,,,
6,89,7,,alive,,,,,
6,109,8,,alive,,,,,
6,82,8,,alive,,,,,
6,115,8,,alive,,,,,
6,70,8,,alive,,,,,
6,75,8,,alive,,,,,
6,103,8,,alive,,,,,
6,95,8,,alive,,,,,
6,77,8,,alive,,,,,
6,63,9,,alive,,,,,
6,33,9,,alive,,,,,
6,23,9,,alive,,,,,
6,5,9,,alive,,,,,
6,46,9,,alive,,,,,
6,26,9,,alive,,,,,
6,39,9,,alive,,,,,
6,60,9,,alive,,,,,
6,47,10,,alive,,,,,
6,2,10,,alive,,,,,
6,48,10,,alive,,,,,
6,36,10,,alive,,,,,
6,62,10,,alive,,,,,
6,3,10,,alive,,,,,
6,53,10,,alive,,,,,
6,42,10,,alive,,,,,
6,41,10,,alive,,,,,
6,15,10,,alive,,,,,
6,67,11,,alive,,,,,
6,74,11,,alive,,,,,
6,61,11,,alive,,,,,
6,68,11,,alive,,,,,
6,119,11,,alive,,,,,
6,84,11,,alive,,,,,
6,94,11,,alive,,,,,
6,79,11,,alive,,,,,
6,85,11,,dead,,,,,
6,112,12,,alive,,,,,
6,111,12,,alive,,,,,
6,55,12,,alive,,,,,
6,99,12,,alive,,,,,
6,108,12,,alive,,,,,
6,98,12,,alive,,,,,
6,76,12,,alive,,,,,
6,110,12,,alive,,,,,
7,7,1,,alive,,,,,
7,13,1,,alive,,,,,
7,25,1,,alive,,,,,
7,20,1,,alive,,,,,
7,45,1,,alive,,,,,
7,59,1,,alive,,,,,
7,10,1,,alive,,,,,
7,19,1,,alive,,,,,
7,14,1,,alive,,,,,
7,43,2,,alive,,,,,
7,16,2,,alive,,,,,
7,51,2,,alive,,,,,
7,27,2,,alive,,,,,
7,66,2,,alive,,,,,
7,4,2,,alive,,,,,
7,9,2,,alive,,,,,
7,17,2,,alive,,,,,
7,35,2,,dead,,,,,
7,28,2,,dead,,,,,
7,71,3,,alive,,,,,
7,54,3,,alive,,,,,
7,100,3,,alive,,,,,
7,116,3,,alive,,,,,
7,93,3,,alive,,,,,
7,105,3,,alive,,,,,
7,92,3,,alive,,,,,
7,117,3,,alive,,,,,
7,118,3,,alive,,,,,
7,86,3,,dead,,,,,
7,101,4,,alive,,,,,
7,114,4,,alive,,,,,
7,120,4,,alive,,,,,
7,58,4,,alive,,,,,
7,102,4,,alive,,,,,
7,107,4,,alive,,,,,
7,113,4,,alive,,,,,
7,96,4,,dead,,,,,
7,1,5,,alive,,,,,
7,11,5,,alive,,,,,
7,31,5,,alive,,,,,
7,34,5,,alive,,,,,
7,37,5,,alive,,,,,
7,6,5,,alive,,,,,
7,32,5,,alive,,,,,
7,12,6,,alive,,,,,
7,49,6,,alive,,,,,
7,40,6,,alive,,,,,
7,56,6,,alive,,,,,
7,44,6,,alive,,,,,
7,52,6,,alive,,,,,
7,22,6,,alive,,,,,
7,106,7,,alive,,,,,
7,72,7,,alive,,,,,
7,90,7,,alive,,,,,
7,89,7,,alive,,,,,
7,78,7,,alive,,,,,
7,104,7,,alive,,,,,
7,83,7,,alive,,,,,
7,97,7,,alive,,,,,
7,75,8,,alive,,,,,
7,82,8,,alive,,,,,
7,115,8,,alive,,,,,
7,77,8,,alive,,,,,
7,70,8,,alive,,,,,
7,103,8,,alive,,,,,
7,95,8,,alive,,,,,
7,109,8,,alive,,,,,
7,33,9,,alive,,,,,
7,26,9,,alive,,,,,
7,23,9,,alive,,,,,
7,5,9,,alive,,,,,
7,46,9,,alive,,,,,
7,39,9,,alive,,,,,
7,63,9,,alive,,,,,
7,60,9,,alive,,,,,
7,62,10,,alive,,,,,
7,3,10,,alive,,,,,
7,53,10,,alive,,,,,
7,2,10,,alive,,,,,
7,48,10,,alive,,,,,
7,36,10,,alive,,,,,
7,47,10,,alive,,,,,
7,42,10,,alive,,,,,
7,41,10,,alive,,,,,
7,15,10,,alive,,,,,
7,74,11,,alive,,,,,
7,84,11,,alive,,,,,
7,79,11,,alive,,,,,
7,67,11,,alive,,,,,
7,61,11,,alive,,,,,
7,68,11,,alive,,,,,
7,119,11,,alive,,,,,
7,94,11,,alive,,,,,
7,85,11,,dead,,,,,
7,98,12,,alive,,,,,
7,76,12,,alive,,,,,
7,110,12,,alive,,,,,
7,55,12,,alive,,,,,
7,99,12,,alive,,,,,
7,108,12,,alive,,,,,
7,112,12,,alive,,,,,
7,111,12,,alive,,,,,
8,10,1,0.18,alive,99.34,4.92000657,6.30068106,0.08487421,0
8,7,1,0.14,alive,90.19,4.920981671,5.20451337,0.056983054,0
8,25,1,0.15,alive,96.89,5.493605098,3.430788269,0.046640452,0
8,13,1,0.17,alive,61.49,4.330990042,5.831093728,0.055872622,0
8,59,1,0.19,alive,64.39,4.576830097,4.180212829,0.046766678,0
8,20,1,0.19,alive,102.4,4.865877894,6.156898098,0.108391092,1
8,14,1,0.23,alive,90.87,5.227462447,4.111660319,0.050096737,1
8,19,1,0.36,alive,87.42,4.96081616,4.951418579,0.049718987,1
8,45,1,0.47,alive,82.96,5.357747152,6.264138451,0.082218917,0
8,16,2,0.12,alive,73.78,4.486973289,3.832922827,0.047145461,1
8,4,2,0.15,alive,78.86,4.899020723,4.663266716,0.045083027,0
8,9,2,0.2,alive,89.09,4.371845183,6.64820148,0.088403119,0
8,51,2,0.2,alive,77.81,4.084202134,4.228108985,0.050836176,0
8,17,2,0.21,alive,96.1,5.121750017,5.970947752,0.091384498,0
8,66,2,0.24,alive,89.41,4.735626845,4.996356777,0.070985689,0
8,27,2,0.34,alive,96.99,5.050242518,7.3916623,0.114147894,0
8,43,2,0.53,alive,104.62,5.573711746,3.572633472,0.041638344,0
8,35,2,,dead,,,,,0
8,28,2,,dead,,,,,0
8,116,3,0.21,alive,,,,,0
8,54,3,0.22,alive,,,,,1
8,100,3,0.23,alive,,,,,0
8,71,3,0.23,alive,75.44,3.75868019,6.882954841,0.093568187,1
8,92,3,0.38,alive,,,,,0
8,93,3,0.4,alive,93.53,5.358755698,3.38217089,0.039550324,1
8,118,3,0.42,alive,,,,,1
8,105,3,0.47,alive,96.04,5.372808456,5.223799704,0.08351541,0
8,117,3,0.5,alive,88.63,4.251333718,4.636268184,0.067389713,0
8,86,3,,dead,,,,,0
8,120,4,0.21,alive,,,,,1
8,114,4,0.21,alive,82,4.537164157,4.385583168,0.054037371,1
8,107,4,0.38,alive,,,,,0
8,58,4,0.39,alive,82.16,3.966322878,3.348473998,0.041216112,1
8,101,4,0.42,alive,86.43,4.399850778,9.046248257,0.131571563,1
8,102,4,0.45,alive,66.91,3.806148667,7.552478433,0.093799951,1
8,113,4,0.63,alive,,,,,0
8,96,4,,dead,,,,,0
8,31,5,0.21,alive,122,5.136520066,7.066713239,0.117085122,0
8,37,5,0.24,alive,,,,,1
8,6,5,0.32,alive,,,,,0
8,11,5,0.42,alive,,,,,0
8,34,5,0.33,alive,63.08,3.989075992,5.929392793,0.068116159,0
8,1,5,0.4,alive,76.98,4.456251992,4.097597439,0.046313246,1
8,32,5,0.55,alive,56.53,4.081134225,7.292667781,0.094777234,0
8,22,6,0.22,alive,74.53,4.279278236,3.881649271,0.042762467,0
8,12,6,0.23,alive,,,,,0
8,52,6,0.27,alive,67.91,4.182925852,4.938535776,0.066671759,0
8,56,6,0.31,alive,74.33,4.447346275,4.348656965,0.060301902,0
8,49,6,0.33,alive,,,,,0
8,44,6,0.52,alive,,,,,1
8,40,6,0.61,alive,74.81,4.552044718,6.770359512,0.105171469,0
8,106,7,0.25,alive,66.65,3.864824535,6.41290935,0.098657025,0
8,78,7,0.24,alive,,,,,0
8,89,7,0.25,alive,,,,,1
8,72,7,0.32,alive,,,,,0
8,90,7,0.39,alive,,,,,1
8,97,7,0.27,alive,108.29,5.172372216,6.903227663,0.096107855,1
8,83,7,0.36,alive,93.57,4.632461222,8.129393843,0.104939405,1
8,104,7,0.39,alive,89,4.1584768,7.409092907,0.101118099,0
8,77,8,0.21,alive,,,,,0
8,70,8,0.29,alive,,,,,0
8,95,8,0.35,alive,,,,,0
8,75,8,0.38,alive,143.5,5.170819445,12.4939381,0.234055498,0
8,115,8,0.39,alive,72.89,4.514611519,8.664228282,0.096515829,0
8,82,8,0.4,alive,94.54,5.305647839,4.78677475,0.055083829,1
8,103,8,0.41,alive,,,,,0
8,109,8,0.52,alive,114.58,4.8308353,7.804973627,0.124551792,1
8,5,9,0.11,alive,75.75,3.927049423,5.740613091,0.070894612,0
8,23,9,0.17,alive,68.56,4.390807661,4.067826966,0.049106346,0
8,33,9,0.2,alive,,,,,0
8,26,9,0.2,alive,68.85,4.26963675,4.287037281,0.052617301,0
8,63,9,0.25,alive,,,,,0
8,60,9,0.33,alive,,,,,0
8,39,9,0.34,alive,,,,,0
8,46,9,0.4,alive,78.3,4.130448651,6.714812359,0.094908826,0
8,41,10,0.16,alive,78.44,4.195524311,7.483387132,0.084853785,0
8,3,10,0.19,alive,85.91,4.752660074,6.90338583,0.081834493,0
8,36,10,0.21,alive,61.76,4.228618228,6.364707276,0.076114334,0
8,62,10,0.28,alive,86.17,5.095165068,6.489145138,0.067333744,0
8,2,10,0.22,alive,73.66,4.495160136,10.02037257,0.100412527,1
8,15,10,0.25,alive,68.36,4.411921407,7.494880952,0.076688535,1
8,47,10,0.39,alive,91.47,4.262723083,8.362724397,0.10832743,1
8,48,10,0.41,alive,79.96,4.433390294,6.852840852,0.084620495,0
8,53,10,0.45,alive,67.19,4.249052182,6.0406988,0.076616827,0
8,42,10,0.57,alive,57.98,3.725370295,5.643348884,0.053907746,1
8,74,11,0.28,alive,,,,,0
8,67,11,0.32,alive,,,,,1
8,94,11,0.36,alive,120.22,4.760061115,13.58506105,0.226731551,0
8,79,11,0.4,alive,81.7,4.751395329,7.584911445,0.087687334,0
8,68,11,0.39,alive,,,,,0
8,84,11,0.59,alive,160.87,5.921464124,4.033053628,0.042197015,0
8,61,11,0.54,alive,83.19,4.525338315,5.550997155,0.06943992,1
8,119,11,0.65,alive,,,,,1
8,85,11,,dead,,,,,0
8,99,12,0.16,alive,83.53,4.648134197,5.515271309,0.059073324,0
8,98,12,0.25,alive,80.26,4.480304824,4.915188911,0.071385302,0
8,112,12,0.32,alive,,,,,0
8,110,12,0.34,alive,,,,,0
8,111,12,0.31,alive,,,,,1
8,108,12,0.38,alive,80.49,4.281732397,5.48239438,0.052318232,0
8,76,12,0.45,alive,,,,,0
8,55,12,0.48,alive,66.78,4.446267303,6.687527791,0.083360525,1
9,25,1,0.16,dead,,,,,
9,7,1,,alive,,,,,
9,45,1,,alive,,,,,
9,59,1,,alive,,,,,
9,10,1,,alive,,,,,
9,13,1,,alive,,,,,
9,19,1,,alive,,,,,
9,14,1,,alive,,,,,
9,20,1,,alive,,,,,
9,27,2,,alive,,,,,
9,9,2,,alive,,,,,
9,16,2,,alive,,,,,
9,43,2,,alive,,,,,
9,51,2,,alive,,,,,
9,66,2,,alive,,,,,
9,4,2,,alive,,,,,
9,17,2,,alive,,,,,
9,35,2,,dead,,,,,
9,28,2,,dead,,,,,
9,71,3,,alive,,,,,
9,54,3,,alive,,,,,
9,105,3,,alive,,,,,
9,116,3,,alive,,,,,
9,93,3,,alive,,,,,
9,100,3,,alive,,,,,
9,92,3,,alive,,,,,
9,117,3,,alive,,,,,
9,118,3,,alive,,,,,
9,86,3,,dead,,,,,
9,101,4,,alive,,,,,
9,58,4,,alive,,,,,
9,102,4,,alive,,,,,
9,107,4,,alive,,,,,
9,113,4,,alive,,,,,
9,114,4,,alive,,,,,
9,120,4,,alive,,,,,
9,96,4,,dead,,,,,
9,31,5,,alive,,,,,
9,34,5,,alive,,,,,
9,37,5,,alive,,,,,
9,1,5,,alive,,,,,
9,11,5,,alive,,,,,
9,6,5,,alive,,,,,
9,32,5,,alive,,,,,
9,44,6,,alive,,,,,
9,12,6,,alive,,,,,
9,22,6,,alive,,,,,
9,56,6,,alive,,,,,
9,49,6,,alive,,,,,
9,52,6,,alive,,,,,
9,40,6,,alive,,,,,
9,72,7,,alive,,,,,
9,97,7,,alive,,,,,
9,90,7,,alive,,,,,
9,89,7,,alive,,,,,
9,106,7,,alive,,,,,
9,78,7,,alive,,,,,
9,104,7,,alive,,,,,
9,83,7,,alive,,,,,
9,115,8,,alive,,,,,
9,70,8,,alive,,,,,
9,75,8,,alive,,,,,
9,103,8,,alive,,,,,
9,95,8,,alive,,,,,
9,109,8,,alive,,,,,
9,82,8,,alive,,,,,
9,77,8,,alive,,,,,
9,5,9,0.11,dead,,,,,
9,33,9,,alive,,,,,
9,23,9,,alive,,,,,
9,46,9,,alive,,,,,
9,26,9,,alive,,,,,
9,39,9,,alive,,,,,
9,63,9,,alive,,,,,
9,60,9,,alive,,,,,
9,41,10,0.16,dead,,,,,
9,62,10,,alive,,,,,
9,47,10,,alive,,,,,
9,15,10,,alive,,,,,
9,48,10,,alive,,,,,
9,36,10,,alive,,,,,
9,3,10,,alive,,,,,
9,53,10,,alive,,,,,
9,42,10,,alive,,,,,
9,2,10,,alive,,,,,
9,94,11,0.3,dead,,,,,
9,67,11,,alive,,,,,
9,61,11,,alive,,,,,
9,68,11,,alive,,,,,
9,119,11,,alive,,,,,
9,74,11,,alive,,,,,
9,84,11,,alive,,,,,
9,79,11,,alive,,,,,
9,85,11,,dead,,,,,
9,108,12,,alive,,,,,
9,76,12,,alive,,,,,
9,112,12,,alive,,,,,
