week,greenhouse,T.body,Bd_exposure,ITS,treatment
15,unshaded,19.4,control,0,naive
15,unshaded,20,control,0,naive
15,shaded,19.3,control,0,naive
15,unshaded,19.4,control,0,naive
15,shaded,18.8,control,0,naive
15,unshaded,20.5,control,0,naive
15,unshaded,19.4,control,0,naive
15,shaded,18.5,control,0,naive
15,unshaded,19.4,control,0,naive
15,unshaded,19.5,control,0,naive
15,shaded,18.4,control,0,naive
15,shaded,19.5,control,0,previous infection
15,unshaded,19.9,control,0,previous infection
15,shaded,18.6,control,0,previous infection
15,shaded,19,control,0,previous infection
15,shaded,19.1,control,0,previous infection
15,shaded,19.5,control,0,previous infection
15,unshaded,21.8,control,0,previous infection
15,shaded,19.1,control,0,previous infection
15,shaded,19.5,control,0,previous infection
15,shaded,18.9,control,0,previous infection
15,shaded,19.1,control,0,previous infection
15,unshaded,21.8,control,0,previous infection
15,unshaded,21.9,control,0,previous infection
15,shaded,19.5,control,0,previous infection
15,unshaded,22.4,control,0,previous infection
15,shaded,18.1,control,0,previous infection
15,unshaded,19.9,control,0,previous infection
15,shaded,20.9,control,0,previous infection
15,unshaded,21.5,control,0,previous infection
15,shaded,19.5,control,0,previous infection
15,shaded,22.3,control,0,previous infection
15,unshaded,20.9,control,0,previous infection
15,shaded,19.3,control,0,previous infection
15,shaded,19.3,control,0,prior-exposure
8,unshaded,25.8,control,0,naive
8,unshaded,27.3,control,0,naive
8,unshaded,28,control,0,naive
8,unshaded,29.2,control,0,naive
8,shaded,19.5,control,0,naive
8,shaded,17,control,0,naive
8,unshaded,25.5,control,0,naive
8,unshaded,26,control,0,naive
8,unshaded,24,control,0,naive
8,shaded,23.6,control,0,naive
8,unshaded,24.6,control,0,naive
8,unshaded,31.7,control,0,naive
8,shaded,23.9,control,0,naive
8,shaded,30.6,control,0,naive
8,unshaded,35,control,0,naive
8,shaded,23.9,control,0,naive
8,unshaded,25.5,control,0,naive
8,shaded,17,control,0,naive
8,unshaded,34.3,control,0,naive
8,unshaded,29.2,control,0,naive
8,unshaded,28.1,control,0,naive
8,unshaded,25,control,0,naive
8,shaded,17,control,0,naive
8,unshaded,30.2,control,0,naive
8,unshaded,24.5,control,0,naive
8,shaded,22.8,control,0,naive
8,shaded,20.6,control,0,previous infection
8,unshaded,15.8,control,0,previous infection
8,shaded,16.2,control,0,previous infection
8,shaded,19.8,control,0,previous infection
8,shaded,14.5,control,0,previous infection
8,shaded,15.8,control,0,previous infection
8,unshaded,17.2,control,0,previous infection
8,shaded,15.1,control,0,previous infection
8,shaded,18.3,control,0,previous infection
8,shaded,17.4,control,0,previous infection
8,shaded,15.3,control,0,previous infection
8,shaded,14.9,control,0,previous infection
8,unshaded,13.8,control,0,previous infection
8,unshaded,14.6,control,0,previous infection
8,shaded,18.9,control,0,previous infection
8,unshaded,19.1,control,0,previous infection
8,unshaded,18.3,control,0,previous infection
8,shaded,17.1,control,0,previous infection
8,unshaded,17.1,control,0,previous infection
8,unshaded,17.9,control,0,previous infection
8,shaded,16.5,control,0,previous infection
8,unshaded,16.7,control,0,previous infection
8,shaded,15.4,control,0,previous infection
8,shaded,16.7,control,0,previous infection
8,unshaded,14.3,control,0,previous infection
8,shaded,23.1,control,0,previous infection
