Time_post_Bd,Frogid,Treatment,probiotic,post_treatment_Bd,exp_id,Mass (g),Mortality,RichnessMean,RichnessSD,InvSimpMean,InvSimpSD,Bd_status
16,115,8,mutant_SM,yes,washed,,alive,,,,,
16,75,8,mutant_SM,yes,washed,,alive,,,,,
16,103,8,mutant_SM,yes,washed,,alive,,,,,
16,95,8,mutant_SM,yes,washed,,alive,,,,,
16,109,8,mutant_SM,yes,washed,,alive,,,,,
16,77,8,mutant_SM,yes,washed,,dead,,,,,
16,47,10,WT_SM,yes,unwashed,,alive,,,,,
16,2,10,WT_SM,yes,unwashed,,alive,,,,,
16,15,10,WT_SM,yes,unwashed,,alive,,,,,
16,48,10,WT_SM,yes,unwashed,,alive,,,,,
16,36,10,WT_SM,yes,unwashed,,alive,,,,,
16,62,10,WT_SM,yes,unwashed,,alive,,,,,
16,3,10,WT_SM,yes,unwashed,,alive,,,,,
16,41,10,WT_SM,yes,unwashed,,dead,,,,,
16,99,12,WT_SM,yes,washed,0.16,dead,,,,,
16,110,12,WT_SM,yes,washed,,alive,,,,,
16,112,12,WT_SM,yes,washed,,alive,,,,,
16,55,12,WT_SM,yes,washed,,alive,,,,,
16,108,12,WT_SM,yes,washed,,alive,,,,,
16,98,12,WT_SM,yes,washed,,alive,,,,,
16,76,12,WT_SM,yes,washed,,alive,,,,,
16,111,12,WT_SM,yes,washed,,alive,,,,,
17,27,2,sham,yes,unwashed,,alive,,,,,
17,43,2,sham,yes,unwashed,,alive,,,,,
17,51,2,sham,yes,unwashed,,alive,,,,,
17,4,2,sham,yes,unwashed,,alive,,,,,
17,9,2,sham,yes,unwashed,,alive,,,,,
17,17,2,sham,yes,unwashed,,alive,,,,,
17,28,2,sham,yes,unwashed,,dead,,,,,
17,16,2,sham,yes,unwashed,,dead,,,,,
17,120,4,sham,yes,washed,0.22,dead,,,,,
17,114,4,sham,yes,washed,,alive,,,,,
17,101,4,sham,yes,washed,,alive,,,,,
17,58,4,sham,yes,washed,,alive,,,,,
17,102,4,sham,yes,washed,,alive,,,,,
17,107,4,sham,yes,washed,,alive,,,,,
17,113,4,sham,yes,washed,,alive,,,,,
17,96,4,sham,yes,washed,,dead,,,,,
17,52,6,mutant_SM,yes,unwashed,,alive,,,,,
17,22,6,mutant_SM,yes,unwashed,,alive,,,,,
17,40,6,mutant_SM,yes,unwashed,,alive,,,,,
17,56,6,mutant_SM,yes,unwashed,,alive,,,,,
17,44,6,mutant_SM,yes,unwashed,,alive,,,,,
17,75,8,mutant_SM,yes,washed,,alive,,,,,
17,103,8,mutant_SM,yes,washed,,alive,,,,,
17,95,8,mutant_SM,yes,washed,,alive,,,,,
17,109,8,mutant_SM,yes,washed,,alive,,,,,
17,82,8,mutant_SM,yes,washed,,alive,,,,,
17,115,8,mutant_SM,yes,washed,,alive,,,,,
17,77,8,mutant_SM,yes,washed,,dead,,,,,
17,2,10,WT_SM,yes,unwashed,,alive,,,,,
17,15,10,WT_SM,yes,unwashed,,alive,,,,,
17,48,10,WT_SM,yes,unwashed,,alive,,,,,
17,36,10,WT_SM,yes,unwashed,,alive,,,,,
17,62,10,WT_SM,yes,unwashed,,alive,,,,,
17,3,10,WT_SM,yes,unwashed,,alive,,,,,
17,47,10,WT_SM,yes,unwashed,,alive,,,,,
17,41,10,WT_SM,yes,unwashed,,dead,,,,,
17,98,12,WT_SM,yes,washed,,alive,,,,,
17,110,12,WT_SM,yes,washed,,alive,,,,,
17,55,12,WT_SM,yes,washed,,alive,,,,,
17,108,12,WT_SM,yes,washed,,alive,,,,,
17,76,12,WT_SM,yes,washed,,alive,,,,,
17,112,12,WT_SM,yes,washed,,alive,,,,,
17,111,12,WT_SM,yes,washed,,alive,,,,,
17,99,12,WT_SM,yes,washed,,dead,,,,,
18,4,2,sham,yes,unwashed,,alive,,,,,
18,43,2,sham,yes,unwashed,,alive,,,,,
18,51,2,sham,yes,unwashed,,alive,,,,,
18,27,2,sham,yes,unwashed,,alive,,,,,
18,9,2,sham,yes,unwashed,,alive,,,,,
18,17,2,sham,yes,unwashed,,alive,,,,,
18,28,2,sham,yes,unwashed,,dead,,,,,
18,16,2,sham,yes,unwashed,,dead,,,,,
18,113,4,sham,yes,washed,,alive,,,,,
18,114,4,sham,yes,washed,,alive,,,,,
18,101,4,sham,yes,washed,,alive,,,,,
18,58,4,sham,yes,washed,,alive,,,,,
18,102,4,sham,yes,washed,,alive,,,,,
18,107,4,sham,yes,washed,,alive,,,,,
18,96,4,sham,yes,washed,,dead,,,,,
18,120,4,sham,yes,washed,,dead,,,,,
18,44,6,mutant_SM,yes,unwashed,,alive,,,,,
18,52,6,mutant_SM,yes,unwashed,,alive,,,,,
18,22,6,mutant_SM,yes,unwashed,,alive,,,,,
18,40,6,mutant_SM,yes,unwashed,,alive,,,,,
18,56,6,mutant_SM,yes,unwashed,,alive,,,,,
18,82,8,mutant_SM,yes,washed,,alive,,,,,
18,75,8,mutant_SM,yes,washed,,alive,,,,,
18,103,8,mutant_SM,yes,washed,,alive,,,,,
18,95,8,mutant_SM,yes,washed,,alive,,,,,
18,109,8,mutant_SM,yes,washed,,alive,,,,,
18,115,8,mutant_SM,yes,washed,,alive,,,,,
18,77,8,mutant_SM,yes,washed,,dead,,,,,
18,2,10,WT_SM,yes,unwashed,,alive,,,,,
18,48,10,WT_SM,yes,unwashed,,alive,,,,,
18,36,10,WT_SM,yes,unwashed,,alive,,,,,
18,62,10,WT_SM,yes,unwashed,,alive,,,,,
18,3,10,WT_SM,yes,unwashed,,alive,,,,,
18,47,10,WT_SM,yes,unwashed,,alive,,,,,
18,15,10,WT_SM,yes,unwashed,,alive,,,,,
18,41,10,WT_SM,yes,unwashed,,dead,,,,,
18,76,12,WT_SM,yes,washed,,alive,,,,,
18,112,12,WT_SM,yes,washed,,alive,,,,,
18,111,12,WT_SM,yes,washed,,alive,,,,,
18,55,12,WT_SM,yes,washed,,alive,,,,,
18,108,12,WT_SM,yes,washed,,alive,,,,,
18,98,12,WT_SM,yes,washed,,alive,,,,,
18,110,12,WT_SM,yes,washed,,alive,,,,,
18,99,12,WT_SM,yes,washed,,dead,,,,,
19,51,2,sham,yes,unwashed,,alive,,,,,
19,27,2,sham,yes,unwashed,,alive,,,,,
19,43,2,sham,yes,unwashed,,alive,,,,,
19,4,2,sham,yes,unwashed,,alive,,,,,
19,9,2,sham,yes,unwashed,,alive,,,,,
19,17,2,sham,yes,unwashed,,alive,,,,,
19,28,2,sham,yes,unwashed,,dead,,,,,
19,16,2,sham,yes,unwashed,,dead,,,,,
19,107,4,sham,yes,washed,,alive,,,,,
19,113,4,sham,yes,washed,,alive,,,,,
19,101,4,sham,yes,washed,,alive,,,,,
19,58,4,sham,yes,washed,,alive,,,,,
19,102,4,sham,yes,washed,,alive,,,,,
19,114,4,sham,yes,washed,,alive,,,,,
19,96,4,sham,yes,washed,,dead,,,,,
19,120,4,sham,yes,washed,,dead,,,,,
19,22,6,mutant_SM,yes,unwashed,0.2,dead,,,,,
19,44,6,mutant_SM,yes,unwashed,,alive,,,,,
19,52,6,mutant_SM,yes,unwashed,,alive,,,,,
19,40,6,mutant_SM,yes,unwashed,,alive,,,,,
19,56,6,mutant_SM,yes,unwashed,,alive,,,,,
19,109,8,mutant_SM,yes,washed,,alive,,,,,
19,75,8,mutant_SM,yes,washed,,alive,,,,,
19,103,8,mutant_SM,yes,washed,,alive,,,,,
19,95,8,mutant_SM,yes,washed,,alive,,,,,
19,82,8,mutant_SM,yes,washed,,alive,,,,,
19,115,8,mutant_SM,yes,washed,,alive,,,,,
19,77,8,mutant_SM,yes,washed,,dead,,,,,
19,48,10,WT_SM,yes,unwashed,,alive,,,,,
19,3,10,WT_SM,yes,unwashed,,alive,,,,,
19,2,10,WT_SM,yes,unwashed,,alive,,,,,
19,36,10,WT_SM,yes,unwashed,,alive,,,,,
19,62,10,WT_SM,yes,unwashed,,alive,,,,,
19,47,10,WT_SM,yes,unwashed,,alive,,,,,
19,15,10,WT_SM,yes,unwashed,,alive,,,,,
19,41,10,WT_SM,yes,unwashed,,dead,,,,,
19,98,12,WT_SM,yes,washed,,alive,,,,,
19,76,12,WT_SM,yes,washed,,alive,,,,,
19,112,12,WT_SM,yes,washed,,alive,,,,,
19,111,12,WT_SM,yes,washed,,alive,,,,,
19,55,12,WT_SM,yes,washed,,alive,,,,,
19,108,12,WT_SM,yes,washed,,alive,,,,,
19,110,12,WT_SM,yes,washed,,alive,,,,,
19,99,12,WT_SM,yes,washed,,dead,,,,,
20,51,2,sham,yes,unwashed,,alive,,,,,
20,43,2,sham,yes,unwashed,,alive,,,,,
20,27,2,sham,yes,unwashed,,alive,,,,,
20,4,2,sham,yes,unwashed,,alive,,,,,
20,9,2,sham,yes,unwashed,,alive,,,,,
20,17,2,sham,yes,unwashed,,alive,,,,,
20,28,2,sham,yes,unwashed,,dead,,,,,
20,16,2,sham,yes,unwashed,,dead,,,,,
20,102,4,sham,yes,washed,,alive,,,,,
20,114,4,sham,yes,washed,,alive,,,,,
20,101,4,sham,yes,washed,,alive,,,,,
20,58,4,sham,yes,washed,,alive,,,,,
20,107,4,sham,yes,washed,,alive,,,,,
20,113,4,sham,yes,washed,,alive,,,,,
20,96,4,sham,yes,washed,,dead,,,,,
20,120,4,sham,yes,washed,,dead,,,,,
20,44,6,mutant_SM,yes,unwashed,,alive,,,,,
20,52,6,mutant_SM,yes,unwashed,,alive,,,,,
20,40,6,mutant_SM,yes,unwashed,,alive,,,,,
20,56,6,mutant_SM,yes,unwashed,,alive,,,,,
20,22,6,mutant_SM,yes,unwashed,,dead,,,,,
20,109,8,mutant_SM,yes,washed,,alive,,,,,
20,82,8,mutant_SM,yes,washed,,alive,,,,,
20,115,8,mutant_SM,yes,washed,,alive,,,,,
20,75,8,mutant_SM,yes,washed,,alive,,,,,
20,103,8,mutant_SM,yes,washed,,alive,,,,,
20,95,8,mutant_SM,yes,washed,,alive,,,,,
20,77,8,mutant_SM,yes,washed,,dead,,,,,
20,48,10,WT_SM,yes,unwashed,,alive,,,,,
20,36,10,WT_SM,yes,unwashed,,alive,,,,,
20,62,10,WT_SM,yes,unwashed,,alive,,,,,
20,3,10,WT_SM,yes,unwashed,,alive,,,,,
20,47,10,WT_SM,yes,unwashed,,alive,,,,,
20,2,10,WT_SM,yes,unwashed,,alive,,,,,
20,15,10,WT_SM,yes,unwashed,,alive,,,,,
20,41,10,WT_SM,yes,unwashed,,dead,,,,,
20,98,12,WT_SM,yes,washed,,alive,,,,,
20,112,12,WT_SM,yes,washed,,alive,,,,,
20,55,12,WT_SM,yes,washed,,alive,,,,,
20,108,12,WT_SM,yes,washed,,alive,,,,,
20,76,12,WT_SM,yes,washed,,alive,,,,,
20,110,12,WT_SM,yes,washed,,alive,,,,,
20,111,12,WT_SM,yes,washed,,alive,,,,,
20,99,12,WT_SM,yes,washed,,dead,,,,,
21,27,2,sham,yes,unwashed,,alive,,,,,
21,43,2,sham,yes,unwashed,,alive,,,,,
21,51,2,sham,yes,unwashed,,alive,,,,,
21,4,2,sham,yes,unwashed,,alive,,,,,
21,9,2,sham,yes,unwashed,,alive,,,,,
21,17,2,sham,yes,unwashed,,alive,,,,,
21,28,2,sham,yes,unwashed,,dead,,,,,
21,16,2,sham,yes,unwashed,,dead,,,,,
21,101,4,sham,yes,washed,,alive,,,,,
21,113,4,sham,yes,washed,,alive,,,,,
21,58,4,sham,yes,washed,,alive,,,,,
21,102,4,sham,yes,washed,,alive,,,,,
21,107,4,sham,yes,washed,,alive,,,,,
21,114,4,sham,yes,washed,,alive,,,,,
21,96,4,sham,yes,washed,,dead,,,,,
21,120,4,sham,yes,washed,,dead,,,,,
21,44,6,mutant_SM,yes,unwashed,,alive,,,,,
21,52,6,mutant_SM,yes,unwashed,,alive,,,,,
21,40,6,mutant_SM,yes,unwashed,,alive,,,,,
21,56,6,mutant_SM,yes,unwashed,,alive,,,,,
21,22,6,mutant_SM,yes,unwashed,,dead,,,,,
21,75,8,mutant_SM,yes,washed,,alive,,,,,
21,115,8,mutant_SM,yes,washed,,alive,,,,,
21,103,8,mutant_SM,yes,washed,,alive,,,,,
21,95,8,mutant_SM,yes,washed,,alive,,,,,
21,109,8,mutant_SM,yes,washed,,alive,,,,,
21,82,8,mutant_SM,yes,washed,,alive,,,,,
21,77,8,mutant_SM,yes,washed,,dead,,,,,
21,2,10,WT_SM,yes,unwashed,,alive,,,,,
21,15,10,WT_SM,yes,unwashed,,alive,,,,,
21,48,10,WT_SM,yes,unwashed,,alive,,,,,
21,36,10,WT_SM,yes,unwashed,,alive,,,,,
21,62,10,WT_SM,yes,unwashed,,alive,,,,,
21,3,10,WT_SM,yes,unwashed,,alive,,,,,
21,47,10,WT_SM,yes,unwashed,,alive,,,,,
21,41,10,WT_SM,yes,unwashed,,dead,,,,,
21,108,12,WT_SM,yes,washed,,alive,,,,,
21,76,12,WT_SM,yes,washed,,alive,,,,,
21,112,12,WT_SM,yes,washed,,alive,,,,,
21,111,12,WT_SM,yes,washed,,alive,,,,,
21,55,12,WT_SM,yes,washed,,alive,,,,,
21,98,12,WT_SM,yes,washed,,alive,,,,,
21,110,12,WT_SM,yes,washed,,alive,,,,,
21,99,12,WT_SM,yes,washed,,dead,,,,,
22,4,2,sham,yes,unwashed,0.13,alive,110.43,5.055759792,6.516342374,0.080619326,control
22,9,2,sham,yes,unwashed,0.18,alive,,,,,control
22,17,2,sham,yes,unwashed,0.21,alive,,,,,control
22,51,2,sham,yes,unwashed,0.21,alive,111.06,4.994582924,5.02317981,0.060076951,control
22,27,2,sham,yes,unwashed,0.28,alive,116.27,5.060951721,5.875820678,0.096219144,control
22,43,2,sham,yes,unwashed,0.41,alive,119.53,5.099920776,6.031470052,0.102838169,control
22,28,2,sham,yes,unwashed,,dead,,,,,control
22,16,2,sham,yes,unwashed,,dead,,,,,control
22,114,4,sham,yes,washed,0.21,alive,108.4,5.193235694,5.023567299,0.074981312,control
22,107,4,sham,yes,washed,0.32,alive,,,,,control
22,58,4,sham,yes,washed,0.34,alive,93.36,4.81898602,5.673461859,0.069369963,control
22,101,4,sham,yes,washed,0.37,alive,96.32,4.781868111,3.229279275,0.042647265,control
22,102,4,sham,yes,washed,0.37,alive,99.28,5.799825842,3.613942927,0.038784013,control
22,113,4,sham,yes,washed,0.58,alive,,,,,control
22,96,4,sham,yes,washed,,dead,,,,,control
22,120,4,sham,yes,washed,,dead,,,,,control
22,52,6,mutant_SM,yes,unwashed,0.23,alive,94.77,4.315476026,7.497344643,0.115175744,control
22,56,6,mutant_SM,yes,unwashed,0.26,alive,89.33,4.007707221,3.653118346,0.053043948,control
22,44,6,mutant_SM,yes,unwashed,0.44,alive,,,,,control
22,40,6,mutant_SM,yes,unwashed,0.52,alive,104.15,4.6782864,5.912707365,0.097539436,control
22,22,6,mutant_SM,yes,unwashed,,dead,,,,,control
22,95,8,mutant_SM,yes,washed,0.33,alive,,,,,control
22,75,8,mutant_SM,yes,washed,0.35,alive,176.53,5.902327909,21.46918782,0.314415463,control
22,82,8,mutant_SM,yes,washed,0.32,alive,105.55,4.951022749,4.933249918,0.07311609,control
22,115,8,mutant_SM,yes,washed,0.35,alive,127.64,5.857775632,5.601245131,0.073696998,control
22,109,8,mutant_SM,yes,washed,0.43,alive,104.12,5.043808085,4.176420666,0.053625026,control
22,103,8,mutant_SM,yes,washed,0.39,alive,,,,,control
22,77,8,mutant_SM,yes,washed,,dead,,,,,control
22,36,10,WT_SM,yes,unwashed,0.2,alive,86.41,5.073390674,4.61690073,0.054563894,control
22,3,10,WT_SM,yes,unwashed,0.18,alive,,,,,control
22,2,10,WT_SM,yes,unwashed,0.19,alive,118.81,5.285189904,8.712931286,0.141198095,control
22,15,10,WT_SM,yes,unwashed,0.25,alive,,,,,control
22,62,10,WT_SM,yes,unwashed,0.25,alive,,,,,control
22,47,10,WT_SM,yes,unwashed,0.32,alive,97.4,4.49915817,7.289519497,0.112341377,control
22,48,10,WT_SM,yes,unwashed,0.32,alive,95.26,3.881111993,11.09212488,0.123037797,control
22,41,10,WT_SM,yes,unwashed,,dead,,,,,control
22,98,12,WT_SM,yes,washed,0.21,alive,103.52,4.985798012,5.623046766,0.071652137,control
22,111,12,WT_SM,yes,washed,0.26,alive,,,,,control
22,112,12,WT_SM,yes,washed,0.29,alive,,,,,control
22,108,12,WT_SM,yes,washed,0.34,alive,114.36,4.79165942,4.501017983,0.059823048,control
22,76,12,WT_SM,yes,washed,0.37,alive,,,,,control
22,110,12,WT_SM,yes,washed,0.3,alive,,,,,control
22,55,12,WT_SM,yes,washed,0.4,alive,88.98,4.428968003,6.535092995,0.08346928,control
22,99,12,WT_SM,yes,washed,,dead,,,,,control
23,4,2,sham,yes,unwashed,0.13,dead,,,,,
23,43,2,sham,yes,unwashed,,alive,,,,,
23,51,2,sham,yes,unwashed,,alive,,,,,
23,27,2,sham,yes,unwashed,,alive,,,,,
23,9,2,sham,yes,unwashed,,alive,,,,,
23,17,2,sham,yes,unwashed,,alive,,,,,
23,28,2,sham,yes,unwashed,,dead,,,,,
23,16,2,sham,yes,unwashed,,dead,,,,,
23,102,4,sham,yes,washed,,alive,,,,,
23,114,4,sham,yes,washed,,alive,,,,,
23,58,4,sham,yes,washed,,alive,,,,,
23,101,4,sham,yes,washed,,alive,,,,,
23,58,4,sham,yes,washed,,alive,,,,,
23,107,4,sham,yes,washed,,alive,,,,,
23,113,4,sham,yes,washed,,alive,,,,,
23,96,4,sham,yes,washed,,dead,,,,,
23,120,4,sham,yes,washed,,dead,,,,,
23,44,6,mutant_SM,yes,unwashed,,alive,,,,,
23,52,6,mutant_SM,yes,unwashed,,alive,,,,,
23,40,6,mutant_SM,yes,unwashed,,alive,,,,,
23,56,6,mutant_SM,yes,unwashed,,alive,,,,,
23,22,6,mutant_SM,yes,unwashed,,dead,,,,,
23,75,8,mutant_SM,yes,washed,,alive,,,,,
23,103,8,mutant_SM,yes,washed,,alive,,,,,
23,95,8,mutant_SM,yes,washed,,alive,,,,,
23,109,8,mutant_SM,yes,washed,,alive,,,,,
23,82,8,mutant_SM,yes,washed,,alive,,,,,
23,115,8,mutant_SM,yes,washed,,alive,,,,,
23,77,8,mutant_SM,yes,washed,,dead,,,,,
23,48,10,WT_SM,yes,unwashed,,alive,,,,,
23,47,10,WT_SM,yes,unwashed,,alive,,,,,
23,36,10,WT_SM,yes,unwashed,,alive,,,,,
23,62,10,WT_SM,yes,unwashed,,alive,,,,,
23,3,10,WT_SM,yes,unwashed,,alive,,,,,
23,2,10,WT_SM,yes,unwashed,,alive,,,,,
23,15,10,WT_SM,yes,unwashed,,alive,,,,,
23,41,10,WT_SM,yes,unwashed,,dead,,,,,
23,108,12,WT_SM,yes,washed,,alive,,,,,
23,98,12,WT_SM,yes,washed,,alive,,,,,
23,76,12,WT_SM,yes,washed,,alive,,,,,
23,111,12,WT_SM,yes,washed,,alive,,,,,
23,55,12,WT_SM,yes,washed,,alive,,,,,
23,110,12,WT_SM,yes,washed,,alive,,,,,
23,112,12,WT_SM,yes,washed,,alive,,,,,
23,99,12,WT_SM,yes,washed,,dead,,,,,
24,43,2,sham,yes,unwashed,,alive,,,,,
24,27,2,sham,yes,unwashed,,alive,,,,,
24,51,2,sham,yes,unwashed,,alive,,,,,
24,9,2,sham,yes,unwashed,,alive,,,,,
24,17,2,sham,yes,unwashed,,alive,,,,,
24,28,2,sham,yes,unwashed,,dead,,,,,
24,16,2,sham,yes,unwashed,,dead,,,,,
24,4,2,sham,yes,unwashed,,dead,,,,,
24,101,4,sham,yes,washed,,alive,,,,,
24,58,4,sham,yes,washed,,alive,,,,,
24,114,4,sham,yes,washed,,alive,,,,,
24,102,4,sham,yes,washed,,alive,,,,,
24,107,4,sham,yes,washed,,alive,,,,,
24,113,4,sham,yes,washed,,alive,,,,,
24,96,4,sham,yes,washed,,dead,,,,,
24,120,4,sham,yes,washed,,dead,,,,,
24,44,6,mutant_SM,yes,unwashed,,alive,,,,,
24,52,6,mutant_SM,yes,unwashed,,alive,,,,,
24,40,6,mutant_SM,yes,unwashed,,alive,,,,,
24,56,6,mutant_SM,yes,unwashed,,alive,,,,,
24,22,6,mutant_SM,yes,unwashed,,dead,,,,,
24,82,8,mutant_SM,yes,washed,,alive,,,,,
24,75,8,mutant_SM,yes,washed,,alive,,,,,
24,103,8,mutant_SM,yes,washed,,alive,,,,,
24,95,8,mutant_SM,yes,washed,,alive,,,,,
24,109,8,mutant_SM,yes,washed,,alive,,,,,
24,115,8,mutant_SM,yes,washed,,alive,,,,,
24,77,8,mutant_SM,yes,washed,,dead,,,,,
24,48,10,WT_SM,yes,unwashed,0.32,dead,,,,,
24,2,10,WT_SM,yes,unwashed,,alive,,,,,
24,15,10,WT_SM,yes,unwashed,,alive,,,,,
24,36,10,WT_SM,yes,unwashed,,alive,,,,,
24,62,10,WT_SM,yes,unwashed,,alive,,,,,
24,3,10,WT_SM,yes,unwashed,,alive,,,,,
24,47,10,WT_SM,yes,unwashed,,alive,,,,,
24,41,10,WT_SM,yes,unwashed,,dead,,,,,
24,111,12,WT_SM,yes,washed,0.3,dead,,,,,
24,98,12,WT_SM,yes,washed,,alive,,,,,
24,76,12,WT_SM,yes,washed,,alive,,,,,
24,112,12,WT_SM,yes,washed,,alive,,,,,
24,55,12,WT_SM,yes,washed,,alive,,,,,
24,108,12,WT_SM,yes,washed,,alive,,,,,
24,110,12,WT_SM,yes,washed,,alive,,,,,
24,99,12,WT_SM,yes,washed,,dead,,,,,
25,43,2,sham,yes,unwashed,,alive,,,,,
25,9,2,sham,yes,unwashed,,alive,,,,,
25,51,2,sham,yes,unwashed,,alive,,,,,
25,27,2,sham,yes,unwashed,,alive,,,,,
25,17,2,sham,yes,unwashed,,alive,,,,,
25,28,2,sham,yes,unwashed,,dead,,,,,
25,16,2,sham,yes,unwashed,,dead,,,,,
25,4,2,sham,yes,unwashed,,dead,,,,,
25,113,4,sham,yes,washed,,alive,,,,,
25,101,4,sham,yes,washed,,alive,,,,,
25,58,4,sham,yes,washed,,alive,,,,,
25,102,4,sham,yes,washed,,alive,,,,,
25,107,4,sham,yes,washed,,alive,,,,,
25,114,4,sham,yes,washed,,alive,,,,,
25,96,4,sham,yes,washed,,dead,,,,,
25,120,4,sham,yes,washed,,dead,,,,,
25,44,6,mutant_SM,yes,unwashed,,alive,,,,,
25,52,6,mutant_SM,yes,unwashed,,alive,,,,,
25,40,6,mutant_SM,yes,unwashed,,alive,,,,,
25,56,6,mutant_SM,yes,unwashed,,alive,,,,,
25,22,6,mutant_SM,yes,unwashed,,dead,,,,,
25,75,8,mutant_SM,yes,washed,,alive,,,,,
25,103,8,mutant_SM,yes,washed,,alive,,,,,
25,95,8,mutant_SM,yes,washed,,alive,,,,,
25,109,8,mutant_SM,yes,washed,,alive,,,,,
25,82,8,mutant_SM,yes,washed,,alive,,,,,
25,115,8,mutant_SM,yes,washed,,alive,,,,,
25,77,8,mutant_SM,yes,washed,,dead,,,,,
25,2,10,WT_SM,yes,unwashed,0.19,dead,,,,,
25,36,10,WT_SM,yes,unwashed,,alive,,,,,
25,62,10,WT_SM,yes,unwashed,,alive,,,,,
25,3,10,WT_SM,yes,unwashed,,alive,,,,,
25,47,10,WT_SM,yes,unwashed,,alive,,,,,
25,15,10,WT_SM,yes,unwashed,,alive,,,,,
25,41,10,WT_SM,yes,unwashed,,dead,,,,,
25,48,10,WT_SM,yes,unwashed,,dead,,,,,
25,55,12,WT_SM,yes,washed,,alive,,,,,
25,108,12,WT_SM,yes,washed,,alive,,,,,
25,98,12,WT_SM,yes,washed,,alive,,,,,
25,76,12,WT_SM,yes,washed,,alive,,,,,
25,110,12,WT_SM,yes,washed,,alive,,,,,
25,112,12,WT_SM,yes,washed,,alive,,,,,
25,99,12,WT_SM,yes,washed,,dead,,,,,
25,111,12,WT_SM,yes,washed,,dead,,,,,
26,43,2,sham,yes,unwashed,,alive,,,,,
26,51,2,sham,yes,unwashed,,alive,,,,,
26,27,2,sham,yes,unwashed,,alive,,,,,
26,9,2,sham,yes,unwashed,,alive,,,,,
26,17,2,sham,yes,unwashed,,alive,,,,,
26,28,2,sham,yes,unwashed,,dead,,,,,
26,16,2,sham,yes,unwashed,,dead,,,,,
26,4,2,sham,yes,unwashed,,dead,,,,,
26,107,4,sham,yes,washed,,alive,,,,,
26,113,4,sham,yes,washed,,alive,,,,,
26,101,4,sham,yes,washed,,alive,,,,,
26,58,4,sham,yes,washed,,alive,,,,,
26,102,4,sham,yes,washed,,alive,,,,,
26,114,4,sham,yes,washed,,alive,,,,,
26,96,4,sham,yes,washed,,dead,,,,,
26,120,4,sham,yes,washed,,dead,,,,,
26,44,6,mutant_SM,yes,unwashed,,alive,,,,,
26,52,6,mutant_SM,yes,unwashed,,alive,,,,,
26,40,6,mutant_SM,yes,unwashed,,alive,,,,,
26,56,6,mutant_SM,yes,unwashed,,alive,,,,,
26,22,6,mutant_SM,yes,unwashed,,dead,,,,,
26,75,8,mutant_SM,yes,washed,,alive,,,,,
26,103,8,mutant_SM,yes,washed,,alive,,,,,
26,95,8,mutant_SM,yes,washed,,alive,,,,,
26,109,8,mutant_SM,yes,washed,,alive,,,,,
26,82,8,mutant_SM,yes,washed,,alive,,,,,
26,115,8,mutant_SM,yes,washed,,alive,,,,,
26,77,8,mutant_SM,yes,washed,,dead,,,,,
26,62,10,WT_SM,yes,unwashed,,alive,,,,,
26,47,10,WT_SM,yes,unwashed,,alive,,,,,
26,15,10,WT_SM,yes,unwashed,,alive,,,,,
26,36,10,WT_SM,yes,unwashed,,alive,,,,,
26,3,10,WT_SM,yes,unwashed,,alive,,,,,
26,41,10,WT_SM,yes,unwashed,,dead,,,,,
26,48,10,WT_SM,yes,unwashed,,dead,,,,,
26,2,10,WT_SM,yes,unwashed,,dead,,,,,
26,98,12,WT_SM,yes,washed,,alive,,,,,
26,76,12,WT_SM,yes,washed,,alive,,,,,
26,55,12,WT_SM,yes,washed,,alive,,,,,
26,108,12,WT_SM,yes,washed,,alive,,,,,
26,110,12,WT_SM,yes,washed,,alive,,,,,
26,112,12,WT_SM,yes,washed,,alive,,,,,
26,99,12,WT_SM,yes,washed,,dead,,,,,
26,111,12,WT_SM,yes,washed,,dead,,,,,
27,43,2,sham,yes,unwashed,,alive,,,,,
27,51,2,sham,yes,unwashed,,alive,,,,,
27,27,2,sham,yes,unwashed,,alive,,,,,
27,17,2,sham,yes,unwashed,,alive,,,,,
27,9,2,sham,yes,unwashed,,alive,,,,,
27,28,2,sham,yes,unwashed,,dead,,,,,
27,16,2,sham,yes,unwashed,,dead,,,,,
27,4,2,sham,yes,unwashed,,dead,,,,,
27,58,4,sham,yes,washed,,alive,,,,,
27,102,4,sham,yes,washed,,alive,,,,,
27,101,4,sham,yes,washed,,alive,,,,,
27,107,4,sham,yes,washed,,alive,,,,,
27,113,4,sham,yes,washed,,alive,,,,,
27,114,4,sham,yes,washed,,alive,,,,,
27,96,4,sham,yes,washed,,dead,,,,,
27,120,4,sham,yes,washed,,dead,,,,,
27,52,6,mutant_SM,yes,unwashed,,dead,,,,,
27,56,6,mutant_SM,yes,unwashed,,alive,,,,,
27,44,6,mutant_SM,yes,unwashed,,alive,,,,,
27,40,6,mutant_SM,yes,unwashed,,alive,,,,,
27,22,6,mutant_SM,yes,unwashed,,dead,,,,,
27,103,8,mutant_SM,yes,washed,,alive,,,,,
27,95,8,mutant_SM,yes,washed,,alive,,,,,
27,109,8,mutant_SM,yes,washed,,alive,,,,,
27,82,8,mutant_SM,yes,washed,,alive,,,,,
27,115,8,mutant_SM,yes,washed,,alive,,,,,
27,75,8,mutant_SM,yes,washed,,alive,,,,,
27,77,8,mutant_SM,yes,washed,,dead,,,,,
