IndividualID,Date,Experiment1,Experiment2,Experiment3,Phase,Phase2,DPI,Sex,Weight_with_bag,BdLoad_1_Capture,BdLoad,BsalLoad,Shedding_coded,Shedding,Crickets,Other,Death,Death_revised,Death_censor,Complete_Experiment1,DiedExp1,BdExposed
GP37,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.08,0,0,2.834350502,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS12,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.27,27.8,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP20,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.37,3.91,0,6.338329613,yes,dark_fingertips,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP15,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.61,23.2,0,0,yes,dark_fingertips,yes,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD5,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.17,0,0,29.82147902,yes,dark_fingertips,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP14,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.24,18.71,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP40,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,1.79,12.24,0,0,notvisible,NA,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS15,9/5/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,2.37,2763.1,0,0,notvisible,NA,yes,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD7,9/5/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,2.08,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP25,9/5/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,2.3,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP16,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.38,13.5,0,709.3720433,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP39,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,1.98,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS13,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,1.61,293.45,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD9,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.64,0,0,0.06720335,yes,dark_tip_tail,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
SD6,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.32,0,0,0,notvisible,NA,yes,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS19,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,1.91,9147.3,0,0,notvisible,NA,NA,very_green,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS14,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.64,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP17,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.31,56.7,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP41,9/5/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,41,NA,1.84,30.3,0,51410.51298,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
FS1,9/5/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,41,NA,2.18,196.63,5.14,0,notvisible,NA,NA,"very_red,_dark_fingertips",NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS2,9/5/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,41,NA,2,168.62,0,0,notvisible,NA,yes,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS4,9/5/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,41,NA,3.26,0,0,0,yes,shedding,NA,NA,NA,,0,No,NA,no
GP1,9/5/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,41,NA,2.06,2.76,1387.11,0,notvisible,NA,NA,some_red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP24,9/5/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,41,NA,2.09,184.1006118,2548.8,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP27,9/5/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,41,NA,1.82,20.53,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP29,9/5/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,41,NA,1.66,0,0,0,notvisible,NA,NA,thin,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD4,9/5/2016,Bd_Bsal,JEL648,JEL648,4_Experiment2,4_Experiment2,13,NA,1.62,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP5,9/5/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,13,NA,2.45,85.8,0,0,notvisible,NA,NA,pink_extremities,NA,,0,No,NA,yes
GP33,16-Jun,Bsal_ONLY,None,None,1_Capture,1_Capture,0,NA,NA,42.3,42.3,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP8,9/5/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,13,NA,2.18,0,227.77,0,yes,skin_shed,NA,NA,NA,,0,No,NA,no
GP36,9/5/2016,Bd_BsalLater,JEL648,JEL648,4_Experiment2,4_Experiment2,13,NA,2.31,15.5,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP21,9/5/2016,Bsal_BdLater,ALKL1,ALKL1,4_Experiment2,4_Experiment2,13,NA,2.05,0,15.06,0,notvisible,NA,NA,red,NA,,0,No,NA,no
FS3,9/5/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,13,NA,2.86,0,21.32,0,yes,shedding,yes,NA,NA,,0,No,NA,no
FS9,9/5/2016,Bd_Bsal,ALKL1,ALKL1,4_Experiment2,4_Experiment2,13,NA,3.17,130.8,19.7,0,notvisible,NA,NA,pink,NA,,0,No,NA,yes
GP22,9/5/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,13,NA,2.1,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP33,16-Jul,Bsal_ONLY,None,None,2_After_itra,2_After_itra,0,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP11,9/5/2016,Bd_Bsal,JEL423,JEL423,4_Experiment2,4_Experiment2,13,NA,2.4,0,0,0,yes,shedding_pieces,NA,NA,NA,,0,No,NA,no
GP30,9/5/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,13,NA,1.86,6.5,97.86,0,notvisible,NA,NA,"thin,_reddening_",NA,,0,No,NA,yes
GP28,9/5/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,13,NA,1.7,86.2,0,0,yes,skin_shed_from_hand,NA,NA,NA,,0,No,NA,yes
SD1,9/5/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,13,NA,1.87,0,396.63,0,yes,complete_skin_shed,NA,very_red,NA,,0,No,NA,no
FS8,9/5/2016,Bsal_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,13,NA,2.17,0,0,0,notvisible,NA,NA,NA,NA,alive,0,No,NA,no
GP3,9/5/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,41,NA,2.1,9.6,0,0,yes,dark_fingertips,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP7,9/5/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,41,NA,2.49,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP23,9/5/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,41,NA,2.5,7.4,257.6,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD2,9/5/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,41,NA,2.45,52.32,0,0,notvisible,NA,NA,red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP2,9/5/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,41,NA,2.03,0,0,0,notvisible,NA,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP2,9/9/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,45,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP7,9/9/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,45,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP3,9/9/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,45,NA,NA,9.6,0,NA,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP23,9/9/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,45,NA,NA,7.4,26.24017,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD2,9/9/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,45,NA,NA,52.32,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS3,9/9/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP28,9/9/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,17,NA,NA,86.2,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP22,9/9/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP33,8/1/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,7,NA,NA,42.3,0,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP11,9/9/2016,Bd_Bsal,JEL423,JEL423,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP5,9/9/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,17,NA,NA,85.8,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP21,9/9/2016,Bsal_BdLater,ALKL1,ALKL1,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS8,9/9/2016,Bsal_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,alive,0,No,NA,no
GP8,9/9/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS9,9/9/2016,Bd_Bsal,ALKL1,ALKL1,4_Experiment2,4_Experiment2,17,NA,NA,130.8,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP36,9/9/2016,Bd_BsalLater,JEL648,JEL648,4_Experiment2,4_Experiment2,17,NA,NA,15.5,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
SD1,9/9/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
SD4,9/9/2016,Bd_Bsal,JEL648,JEL648,4_Experiment2,4_Experiment2,17,NA,NA,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP33,8/8/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,14,NA,1.74,42.3,0,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP30,9/9/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,17,NA,NA,6.5,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP29,9/12/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,48,NA,1.59,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS15,9/12/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.26,2763.1,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP25,9/12/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.32,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP33,8/10/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,16,NA,NA,42.3,0,668.8002863,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
SD8,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,1.56,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP15,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.41,23.2,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD9,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.63,0,0,0,notvisible,NA,NA,red,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP24,9/12/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,48,NA,2.18,184.1006118,1314.566777,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
SD7,9/12/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.13,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP33,8/15/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,21,NA,1.69,42.3,0,831.04353,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
FS17,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,2.23,2071.6,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP37,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.26,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
SD6,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.24,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS1,9/12/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,48,NA,2.23,196.63,1638.226732,0,notvisible,NA,NA,red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP4,9/12/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.41,12.2,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP33,8/23/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,29,NA,1.61,42.3,0,10508.88859,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP32,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,2.03,0,0,276.1065243,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS14,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.67,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS13,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,1.67,293.45,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP1,9/12/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,48,NA,2.24,2.76,233.629736,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP33,8/30/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,1.65,42.3,0,4582.595135,notvisible,NA,NA,reddening,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
FS10,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,2.37,379.04,0,115.5182615,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP40,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,1.85,12.24,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS12,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.16,27.8,0,5.137810931,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP41,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,1.83,30.3,0,13328.60586,notvisible,NA,NA,shedding_lots,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP27,9/12/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,48,NA,1.82,20.53,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD10,9/12/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.18,5.91,0,0,notvisible,NA,NA,NA,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
FS11,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.12,2261.44,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP12,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,2.19,6.42,0,4601.374896,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP16,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.36,13.5,0,30.82882904,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP35,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,1.71,12.97797083,0,29150.40006,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
FS2,9/12/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,48,NA,2.14,168.62,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP18,9/12/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.47,75.1,0,0,notvisible,NA,NA,NA,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
GP34,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,1.81,6.8,0,225.1717878,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP14,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.29,18.71,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS19,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.03,9147.3,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP13,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,1.66,78.35,0,1254.372212,yes,shedding_lots,NA,"bleeding_from_hand,_dark_skin_stucked",euthanized_9/12/2016,,1,completed_coinfectionexp1,DiedExp1,yes
FS4,9/12/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,48,NA,3.39,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP33,9/5/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,1.64,42.3,0,159121.922,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP9,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.13,0,0,27.49986,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD5,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.18,0,0,82.92303,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP17,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.23,56.7,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP25,9/12/2016,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,2.32,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP33,9/12/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,1.63,42.3,0,1017.242185,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP19,9/12/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,48,NA,1.79,0,0,8523.468364,notvisible,NA,NA,"shedding_lots,_dark_skin",NA,,0,completed_coinfectionexp1,DiedExp1,no
GP20,9/12/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,48,NA,2.5,3.91,0,0,notvisible,NA,NA,dark_hands_feet,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP39,9/12/2016,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,48,NA,2,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP2,9/12/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,48,NA,1.98,0,0,NA,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP7,9/12/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,48,NA,2.87,0,0,NA,notvisible,NA,NA,red,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP3,9/12/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,48,NA,2.44,9.6,0,NA,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP23,9/12/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,48,NA,2.55,7.4,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD2,9/12/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,48,NA,2.6,52.32,0,0,notvisible,NA,NA,super_red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP33,9/19/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,55,NA,NA,42.3,0,103125.0576,yes,shedding_lots,yes,NA,found_dead_9/19/2016,dead,1,completed_coinfectionexp1,DiedExp1,yes
FS3,9/12/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,20,NA,3,0,21.88016127,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP22,9/12/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,20,NA,2.25,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS9,9/12/2016,Bd_Bsal,ALKL1,ALKL1,4_Experiment2,4_Experiment2,20,NA,3.37,130.8,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP21,9/12/2016,Bsal_BdLater,ALKL1,ALKL1,4_Experiment2,4_Experiment2,20,NA,2.12,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP30,9/12/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,20,NA,2.01,6.5,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
SD4,9/12/2016,Bd_Bsal,JEL648,JEL648,4_Experiment2,4_Experiment2,20,NA,1.72,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP8,9/12/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,20,NA,2.3,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS8,9/12/2016,Bsal_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,20,NA,2.21,0,0,NA,notvisible,NA,NA,NA,NA,alive,0,No,NA,no
SD1,9/12/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,20,NA,1.84,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP36,9/12/2016,Bd_BsalLater,JEL648,JEL648,4_Experiment2,4_Experiment2,20,NA,2.21,15.5,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP11,9/12/2016,Bd_Bsal,JEL423,JEL423,4_Experiment2,4_Experiment2,20,NA,2.48,0,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP5,9/12/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,20,NA,2.45,85.8,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP28,9/12/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,20,NA,1.72,86.2,0,NA,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP6,16-Jun,Bsal_ONLY,None,None,1_Capture,1_Capture,0,NA,NA,67.60672214,67.60672214,0,notvisible,NA,NA,NA,NA,dead,0,No,NA,yes
GP3,9/16/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,52,NA,NA,9.6,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP23,9/16/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,52,NA,NA,7.4,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP7,9/16/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,52,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD2,9/16/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,52,NA,NA,52.32,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
