IndividualID,Date,Experiment1,Experiment2,Experiment3,Phase,Phase2,DPI,Sex,Weight_with_bag,BdLoad_1_Capture,BdLoad,BsalLoad,Shedding_coded,Shedding,Crickets,Other,Death,Death_revised,Death_censor,Complete_Experiment1,DiedExp1,BdExposed
SD10,8/23/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,29,NA,2.2,5.91,0,0,notvisible,NA,NA,NA,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
SD2,8/23/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,29,NA,2.66,52.32,0,0,notvisible,NA,NA,dark_hands_and_feet,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP26,16-Jul,Bsal_ONLY,None,None,2_After_itra,2_After_itra,0,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
SD4,8/23/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,29,NA,1.58,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
SD5,8/23/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,29,NA,2.12,0,0,100.9085352,notvisible,NA,NA,pink,NA,,0,completed_coinfectionexp1,DiedExp1,no
SD6,8/23/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,29,NA,2.32,0,0,0,yes,dark_hands/feet,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD7,8/23/16,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,29,NA,1.96,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD8,8/23/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,29,NA,1.54,0,0,0,notvisible,NA,yes,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD9,8/23/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,29,NA,2.73,0,0,0,notvisible,NA,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP3,8/26/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,32,NA,NA,9.6,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP7,8/26/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,32,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD2,8/26/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,32,NA,NA,52.32,0,0,notvisible,NA,NA,red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP2,8/26/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,32,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP23,8/26/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,32,NA,NA,7.4,895.2,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP5,8/26/16,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,3,NA,NA,85.8,53.94,0,notvisible,NA,NA,reddening,NA,,0,No,NA,yes
GP36,8/26/16,Bd_BsalLater,JEL648,JEL648,4_Experiment2,4_Experiment2,3,NA,NA,15.5,271.99,0,yes,"shedding_trunk,_dark_hands",NA,NA,NA,,0,No,NA,yes
GP8,8/26/16,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,3,NA,NA,0,108.04,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
SD4,8/26/16,Bd_Bsal,JEL648,JEL648,4_Experiment2,4_Experiment2,3,NA,NA,0,223.3439071,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP26,8/1/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,7,NA,NA,0,0,68.06348581,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
GP21,8/26/16,Bsal_BdLater,ALKL1,ALKL1,4_Experiment2,4_Experiment2,3,NA,NA,0,109.7683701,0,yes,dark_skin,NA,NA,NA,,0,No,NA,no
FS3,8/26/16,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,3,NA,NA,0,1324.528749,0,yes,shedding_lots,NA,NA,NA,,0,No,NA,no
GP26,8/8/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,14,NA,1.59,0,0,239.382527,notvisible,NA,crickets,NA,NA,dead,0,No,NA,no
GP22,8/26/16,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,3,NA,NA,0,739.445149,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS9,8/26/16,Bd_Bsal,ALKL1,ALKL1,4_Experiment2,4_Experiment2,3,NA,NA,130.8,49.17522487,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP30,8/26/16,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,3,NA,NA,6.5,2076.627742,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
FS8,8/26/16,Bsal_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,3,NA,NA,0,2365.782219,0,notvisible,NA,NA,NA,NA,alive,0,No,NA,no
GP28,8/26/16,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,3,NA,NA,86.2,386.0963294,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
SD1,8/26/16,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,3,NA,NA,0,2616.484688,0,notvisible,NA,NA,very_red,NA,,0,No,NA,no
GP11,8/26/16,Bd_Bsal,JEL423,JEL423,4_Experiment2,4_Experiment2,3,NA,NA,0,213.0492746,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP42,8/28/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,34,NA,NA,2.83,0,380596.8195,notvisible,NA,NA,NA,Found_dead_8/28/2016,,1,completed_coinfectionexp1,DiedExp1,yes
GP3,8/30/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,32,NA,2.3,9.6,0,0,yes,black_thumbs,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP7,8/30/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,36,NA,2.66,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD2,8/30/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,36,NA,2.48,52.32,0,0,notvisible,NA,NA,very_red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP2,8/30/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,36,NA,1.9,0,53.14486022,0,notvisible,NA,NA,thin,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP23,8/30/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,36,NA,2.37,7.4,20344.47537,0,yes,shedding_pieces,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS8,8/30/16,Bsal_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,7,NA,1.98,0,0,0,yes,shedding_pieces,NA,NA,NA,alive,0,No,NA,no
GP30,8/30/16,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,7,NA,1.93,6.5,433.2571669,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP28,8/30/16,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,7,NA,1.78,86.2,849.7492483,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
SD1,8/30/16,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,7,NA,1.71,0,1605.528455,0,notvisible,NA,NA,red,NA,,0,No,NA,no
GP11,8/30/16,Bd_Bsal,JEL423,JEL423,4_Experiment2,4_Experiment2,7,NA,2.34,0,26.97665597,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP8,8/30/16,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,7,NA,2.03,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
SD4,8/30/16,Bd_Bsal,JEL648,JEL648,4_Experiment2,4_Experiment2,7,NA,1.56,0,119.5671765,0,notvisible,NA,NA,red,NA,,0,No,NA,no
GP5,8/30/16,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,7,NA,2.34,85.8,83.59041135,0,notvisible,NA,one,reddening_extremities,NA,,0,No,NA,yes
GP26,8/10/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,16,NA,NA,0,0,253.0158259,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
GP36,8/30/16,Bd_BsalLater,JEL648,JEL648,4_Experiment2,4_Experiment2,7,NA,2.23,15.5,73.15310737,0,yes,shedding_pieces,one,NA,NA,,0,No,NA,yes
GP26,8/15/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,21,NA,1.66,0,0,4893.27321,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
GP21,8/30/16,Bsal_BdLater,ALKL1,ALKL1,4_Experiment2,4_Experiment2,7,NA,2.09,0,32.95348021,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS3,8/30/16,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,7,NA,2.99,0,580.6424119,0,yes,shedding_lots,yes,lumpy,NA,,0,No,NA,no
GP22,8/30/16,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,7,NA,2,0,344.2737078,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS9,8/30/16,Bd_Bsal,ALKL1,ALKL1,4_Experiment2,4_Experiment2,7,NA,3.25,130.8,59.78860635,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP27,8/30/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,36,NA,1.91,20.53,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS4,8/30/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,36,NA,3.31,0,0,0,yes,shedding_pieces,NA,very_big!_Pink_venter,NA,,0,No,NA,no
FS2,8/30/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,36,NA,2.21,168.62,0,0,yes,complete_skin_shed,yes,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP29,8/30/16,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,36,NA,1.77,0,0,0,yes,shedding_pieces,NA,looks_thin,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP24,8/30/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,36,NA,2.33,184.1006118,1050,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP1,8/30/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,36,NA,2.18,2.76,62,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS1,8/30/16,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,36,NA,2.22,196.63,16,0,yes,shedding_pieces,NA,very_red,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP26,8/23/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,29,NA,1.7,0,0,2710.754835,yes,"dark_tip_tail,_shedding",NA,NA,NA,dead,0,No,NA,no
GP26,8/30/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,1.6,0,0,1771.979546,notvisible,dry,NA,NA,NA,dead,0,No,NA,no
GP26,9/5/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,1.71,0,0,25259.69332,notvisible,NA,NA,more_lesions_face,NA,dead,0,No,NA,no
GP26,9/12/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,48,NA,1.7,0,0,13951.95194,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
GP26,9/19/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,55,NA,1.58,0,0,9618.58117,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
GP26,9/26/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,64,NA,1.57,0,0,81.574,notvisible,NA,NA,NA,NA,dead,0,No,NA,no
SD10,8/30/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,1.86,5.91,0,0,notvisible,NA,NA,reddening,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
GP18,8/30/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,2.31,75.1,0,0,yes,super_dark_hands/feet,NA,reddening,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
SD8,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,1.23,0,0,0,notvisible,NA,yes,slow,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS17,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,2.2,2071.6,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP13,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,1.65,78.35,0,32253.96444,yes,shedding_lots,NA,"looks_weak,_reddening",NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP35,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,1.73,12.97797083,0,31595.89496,yes,shedding_lots_from_hands,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP40,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,1.9,12.24,0,0,yes,shedding_dark_fingertips,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS11,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.07,2261.44,0,0,yes,complete_skin_shed,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP9,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.01,0,0,0,notvisible,NA,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS10,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,2.22,379.04,0,0,yes,shedding_pieces,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP34,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,1.77,6.8,0,3.654678268,notvisible,NA,NA,thin,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP12,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,2.11,6.42,0,9202.110798,yes,dark_tip_tail,NA,reddening_extremities,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP19,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,1.73,0,0,2203.7915,yes,shedding_neck,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP32,8/30/16,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,36,NA,2,0,0,75.26507787,yes,dark_hands,NA,reddening,NA,,0,No,NA,no
GP25,8/30/16,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,2.24,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS15,8/30/16,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,2.25,2763.1,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP4,8/30/16,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,2.21,12.2,0,0,yes,shedding,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
SD7,8/30/16,Bd_ONLY,None,None,3_Experiment1,3_Experiment1,36,NA,1.86,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP37,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.14,0,0,0,yes,shedding_lots,NA,discoloration_snout,NA,,0,No,NA,no
GP20,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.38,3.91,0,0,yes,dark_hands/feet,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP38,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.22,0,0,97753.74867,yes,shedding_lots,NA,skin_looks_dark,euthanized_on_9/2/2016,,1,completed_coinfectionexp1,DiedExp1,no
SD5,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.14,0,0,40.87405846,yes,dark_fingertips,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,no
FS12,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.23,27.8,0,26.69635324,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP15,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.56,23.2,0,0,yes,dark_fingertips,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP14,8/30/16,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.15,18.71,0,0,yes,shedding_neck,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS14,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.42,0,0,0,yes,shedding_pieces,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP17,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.1,56.7,0,0,yes,shedding_pieces,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS13,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,1.64,293.45,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP39,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,1.9,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP41,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,1.75,30.3,0,6807.375674,yes,shedding,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
SD6,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.13,0,0,0,yes,shedding_dark_skin,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD9,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.61,0,0,0,yes,reddening,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP16,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,2.3,13.5,0,155.1036005,yes,shedding,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
FS19,8/30/16,Bsal_BdLater,None,None,3_Experiment1,3_Experiment1,36,NA,1.8,9147.3,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
FS4,9/2/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,38,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP3,9/2/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,38,NA,NA,9.6,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP7,9/2/2016,CONTROL_negative,control,CONTROL_negative,3_Experiment1,3_Experiment1,38,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
SD2,9/2/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,38,NA,NA,52.32,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP2,9/2/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,38,NA,NA,0,18.17,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP23,9/2/2016,CONTROL_noitraconazole,control,CONTROL_noitraconazole,3_Experiment1,3_Experiment1,38,NA,NA,7.4,415.9,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP26,9/29/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,67,NA,NA,0,0,705.14,notvisible,NA,NA,NA,Euthanized_9/29/16,dead,0,No,NA,no
GP21,9/2/2016,Bsal_BdLater,ALKL1,ALKL1,4_Experiment2,4_Experiment2,10,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP22,9/2/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,10,NA,NA,0,18.35,0,yes,shedding_pieces,NA,NA,NA,,0,No,NA,no
FS3,9/2/2016,Bd_ONLY,ALKL1,ALKL1,4_Experiment2,4_Experiment2,10,NA,NA,0,8.67,0,yes,shedding_pieces,yes,NA,NA,,0,No,NA,no
FS9,9/2/2016,Bd_Bsal,ALKL1,ALKL1,4_Experiment2,4_Experiment2,10,NA,NA,130.8,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP5,9/2/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,10,NA,NA,85.8,48.1,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP31,16-Jun,Bsal_ONLY,None,None,1_Capture,1_Capture,0,NA,NA,193.3,193.3,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
SD4,9/2/2016,Bd_Bsal,JEL648,JEL648,4_Experiment2,4_Experiment2,10,NA,NA,0,22.53,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP36,9/2/2016,Bd_BsalLater,JEL648,JEL648,4_Experiment2,4_Experiment2,10,NA,NA,15.5,6.75,0,yes,shedding_piecies,NA,NA,NA,,0,No,NA,yes
GP8,9/2/2016,Bd_ONLY,JEL648,JEL648,4_Experiment2,4_Experiment2,10,NA,NA,0,18.7,0,notvisible,NA,yes,NA,NA,,0,No,NA,no
GP28,9/2/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,10,NA,NA,86.2,194.5,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
GP30,9/2/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,10,NA,NA,6.5,17.8,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
SD1,9/2/2016,Bd_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,10,NA,NA,0,333.87,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
FS8,9/2/2016,Bsal_ONLY,JEL423,JEL423,4_Experiment2,4_Experiment2,10,NA,NA,0,87.2,0,yes,shedding_pieces,NA,NA,NA,alive,0,No,NA,no
GP11,9/2/2016,Bd_Bsal,JEL423,JEL423,4_Experiment2,4_Experiment2,10,NA,NA,0,32.41,0,notvisible,NA,NA,NA,NA,,0,No,NA,no
GP18,9/5/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,2.41,75.1,0,0,yes,dark_fingertips,NA,NA,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
SD10,9/5/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,41,NA,2.18,5.91,0,0,notvisible,NA,NA,NA,NA,alive,0,completed_coinfectionexp1,SurvivedExp1,yes
GP31,16-Jul,Bsal_ONLY,None,None,2_After_itra,2_After_itra,0,NA,NA,0,0,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP31,8/1/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,7,NA,NA,193.3,0,0,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP31,8/8/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,14,NA,2.06,193.3,0,69711.3921,yes,shedding_dark_hands_dark_tip_tail,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP31,8/10/2016,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,16,NA,NA,193.3,0,49967.19604,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP31,8/15/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,21,NA,2.07,193.3,0,16545.14529,notvisible,NA,NA,NA,NA,dead,0,completed_coinfectionexp1,DiedExp1,yes
GP31,8/21/16,Bsal_ONLY,None,None,3_Experiment1,3_Experiment1,29,NA,NA,193.3,0,268366.259,notvisible,NA,NA,NA,Found_dead_8/21/2016,dead,1,completed_coinfectionexp1,DiedExp1,yes
FS10,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,2.09,379.04,0,161.8392844,notvisible,NA,NA,reddening,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP40,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,1.79,12.24,0,0,notvisible,NA,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP35,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,1.71,12.97797083,0,127877.1265,yes,"shedding_lots,_skin_tangled_on_arms",NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
SD8,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,1.62,0,0,20.98305142,notvisible,NA,yes,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
FS17,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,2.22,2071.6,0,0,notvisible,NA,NA,NA,NA,,0,No,NA,yes
FS11,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.12,2261.44,0,0,yes,dark_fingertips,NA,reddening,NA,,0,completed_coinfectionexp1,SurvivedExp1,yes
GP19,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,1.76,0,0,27845.29102,yes,"shedding_lots,_dark_hands",NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,no
GP32,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,2.01,0,0,1703.362417,yes,dark_hands,NA,very_red,NA,,0,No,NA,no
GP13,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,1.81,78.35,0,107215.8649,yes,"shedding_lots,_dark_hands",yes,"very_dry,_lesions_face,_slow",NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP34,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,1.81,6.8,0,44.86520459,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,DiedExp1,yes
GP9,9/5/2016,Bd_BsalLater,None,None,3_Experiment1,3_Experiment1,41,NA,2.21,0,0,0,notvisible,NA,NA,NA,NA,,0,completed_coinfectionexp1,SurvivedExp1,no
GP12,9/5/2016,Bd_Bsal,None,None,3_Experiment1,3_Experiment1,41,NA,2.07,6.42,0,54694.54721,yes,skin_darkening_hands,NA,very_red,NA,,0,completed_coinfectionexp1,DiedExp1,yes
