input_name,accepted_name,source
Callulina kisiwamsitu,Callulina kisiwamsitu,AmphibiaWeb
Callulina kreffti,Callulina kreffti,AmphibiaWeb
Callulina laphami,Callulina laphami,AmphibiaWeb
Callulina meteora,Callulina meteora,AmphibiaWeb
Callulina shengena,Callulina shengena,AmphibiaWeb
Callulina stanleyi,Callulina stanleyi,AmphibiaWeb
Callulops argus,Callulops argus,AmphibiaWeb
Callulops biakensis,Callulops biakensis,AmphibiaWeb
Callulops bicolor,Callulops bicolor,AmphibiaWeb
Callulops boettgeri,Callulops boettgeri,AmphibiaWeb
Callulops comptus,Callulops comptus,AmphibiaWeb
Callulops dubius,Callulops dubius,AmphibiaWeb
Callulops eremnosphax,Callulops eremnosphax,AmphibiaWeb
Callulops fojaensis,Callulops fojaensis,AmphibiaWeb
Callulops fuscus,Callulops fuscus,AmphibiaWeb
Callulops glandulosus,Callulops glandulosus,AmphibiaWeb
Callulops gobakula,Callulops gobakula,AmphibiaWeb
Callulops humicola,Callulops humicola,AmphibiaWeb
Callulops kopsteini,Callulops kopsteini,AmphibiaWeb
Callulops marmoratus,Callulops marmoratus,AmphibiaWeb
Callulops mediodiscus,Callulops mediodiscus,AmphibiaWeb
Callulops microtis,Callulops microtis,AmphibiaWeb
Callulops neuhaussi,Callulops neuhaussi,AmphibiaWeb
Callulops omnistriatus,Callulops omnistriatus,AmphibiaWeb
Callulops personatus,Callulops personatus,AmphibiaWeb
Callulops robustus,Callulops robustus,AmphibiaWeb
Callulops sagittatus,Callulops sagittatus,AmphibiaWeb
Callulops stellatus,Callulops stellatus,AmphibiaWeb
Callulops stictogaster,Callulops stictogaster,AmphibiaWeb
Callulops taxispilotus,Callulops taxispilotus,AmphibiaWeb
Callulops valvifer,Callulops valvifer,AmphibiaWeb
Callulops wilhelmanus,Callulops wilhelmanus,AmphibiaWeb
Callulops wondiwoiensis,Callulops wondiwoiensis,AmphibiaWeb
Callulops yapenensis,Callulops yapenensis,AmphibiaWeb
Calophrynus acutirostris,Kalophrynus pleurostigma,AmphibiaWeb
Calotriton arnoldi,Calotriton arnoldi,AmphibiaWeb
Calotriton asper,Calotriton asper,AmphibiaWeb
Calyptocephalella gayi,Calyptocephalella gayi,AmphibiaWeb
Calyptocephalus gayi,Calyptocephalella gayi,AmphibiaWeb
Capensibufo deceptus,Capensibufo deceptus,AmphibiaWeb
Capensibufo magistratus,Capensibufo magistratus,AmphibiaWeb
Capensibufo rosei,Capensibufo rosei,AmphibiaWeb
Capensibufo selenophos,Capensibufo selenophos,AmphibiaWeb
Capensibufo tradouwi,Capensibufo tradouwi,AmphibiaWeb
Cardioglossa alsco,Cardioglossa alsco,AmphibiaWeb
Cardioglossa annulata,Cardioglossa annulata,AmphibiaWeb
Cardioglossa congolia,Cardioglossa congolia,AmphibiaWeb
Cardioglossa cyaneospila,Cardioglossa cyaneospila,AmphibiaWeb
Cardioglossa elegans,Cardioglossa elegans,AmphibiaWeb
Cardioglossa escalerae,Cardioglossa escalerae,AmphibiaWeb
Cardioglossa gracilis,Cardioglossa gracilis,AmphibiaWeb
Cardioglossa gratiosa,Cardioglossa gratiosa,AmphibiaWeb
Cardioglossa inornata,Cardioglossa inornata,AmphibiaWeb
Cardioglossa leucomystax,Cardioglossa leucomystax,AmphibiaWeb
Cardioglossa manengouba,Cardioglossa oreas,AmphibiaWeb
Cardioglossa melanogaster,Cardioglossa melanogaster,AmphibiaWeb
Cardioglossa nigromaculata,Cardioglossa nigromaculata,AmphibiaWeb
Cardioglossa occidentalis,Cardioglossa occidentalis,AmphibiaWeb
Cardioglossa oreas,Cardioglossa oreas,AmphibiaWeb
Cardioglossa oreas manengouba,Cardioglossa oreas,AmphibiaWeb
Cardioglossa pulchra,Cardioglossa pulchra,AmphibiaWeb
Cardioglossa schioetzi,Cardioglossa schioetzi,AmphibiaWeb
Cardioglossa trifasciata,Cardioglossa trifasciata,AmphibiaWeb
Cardioglossa venusta,Cardioglossa venusta,AmphibiaWeb
Carichyla bicolor,Carichyla bicolor,AmphibiaWeb
Carichyla viranula,Carichyla viranula,AmphibiaWeb
Caudiverbera caudiverbera,Calyptocephalella gayi,AmphibiaWeb
Cauphias crassus,Sarcohyla crassa,AmphibiaWeb
Celsiella revocata,Celsiella revocata,AmphibiaWeb
Celsiella vozmedianoi,Celsiella vozmedianoi,AmphibiaWeb
Centrolene acanthidiocephalum,Centrolene acanthidiocephalum,AmphibiaWeb
Centrolene altitudinale,Centrolene altitudinalis,AmphibiaWeb
Centrolene altitudinalis,Centrolene altitudinalis,AmphibiaWeb
Centrolene antioquiense,Centrolene antioquiense,AmphibiaWeb
Centrolene azulae,Centrolene azulae,AmphibiaWeb
Centrolene bacatum,Centrolene sanchezi,AmphibiaWeb
Centrolene balionotum,Nymphargus balionotus,AmphibiaWeb
Centrolene ballux,Centrolene ballux,AmphibiaWeb
Centrolene buckleyi,Centrolene buckleyi,AmphibiaWeb
Centrolene camposi,Centrolene camposi,AmphibiaWeb
Centrolene charapita,Centrolene charapita,AmphibiaWeb
Centrolene condor,Centrolene condor,AmphibiaWeb
Centrolene daidalea,Centrolene daidalea,AmphibiaWeb
Centrolene daidaleum,Centrolene daidalea,AmphibiaWeb
Centrolene elisae,Centrolene elisae,AmphibiaWeb
Centrolene ericsmithi,Centrolene ericsmithi,AmphibiaWeb
Centrolene fernandoi,Espadarana audax,AmphibiaWeb
Centrolene geckoideum,Centrolene geckoideum,AmphibiaWeb
Centrolene gemmatum,Centrolene lynchi,AmphibiaWeb
Centrolene guanacarum,Centrolene sanchezi,AmphibiaWeb
Centrolene heloderma,Centrolene heloderma,AmphibiaWeb
Centrolene hesperium,Centrolene hesperium,AmphibiaWeb
Centrolene huilense,Centrolene huilense,AmphibiaWeb
Centrolene hybrida,Centrolene hybrida,AmphibiaWeb
Centrolene kutuku,Centrolene kutuku,AmphibiaWeb
Centrolene lemniscatum,Centrolene lemniscatum,AmphibiaWeb
Centrolene lynchi,Centrolene lynchi,AmphibiaWeb
Centrolene marcoreyesi,Centrolene marcoreyesi,AmphibiaWeb
Centrolene medemi,Centrolene medemi,AmphibiaWeb
Centrolene muelleri,Centrolene muelleri,AmphibiaWeb
Centrolene notosticta,Centrolene notosticta,AmphibiaWeb
Centrolene ocellifera,Cochranella ocellifera,AmphibiaWeb
Centrolene paezorum,Centrolene paezorum,AmphibiaWeb
Centrolene peristicta,Centrolene peristicta,AmphibiaWeb
Centrolene peristictum,Centrolene peristicta,AmphibiaWeb
Centrolene petrophilum,Centrolene petrophilum,AmphibiaWeb
Centrolene pipilatum,Centrolene pipilatum,AmphibiaWeb
Centrolene prosoblepon,Cochranella ocellifera,AmphibiaWeb
Centrolene puyoense,Nymphargus mariae,AmphibiaWeb
Centrolene quindianum,Centrolene quindianum,AmphibiaWeb
Centrolene ritae,Vitreorana ritae,AmphibiaWeb
Centrolene robledoi,Centrolene robledoi,AmphibiaWeb
Centrolene sabini,Centrolene sabini,AmphibiaWeb
Centrolene sanchezi,Centrolene sanchezi,AmphibiaWeb
Centrolene savagei,Centrolene savagei,AmphibiaWeb
Centrolene scirtetes,Centrolene lynchi,AmphibiaWeb
Centrolene solitaria,Centrolene solitaria,AmphibiaWeb
Centrolene venezuelense,Centrolene venezuelense,AmphibiaWeb
Centrolene zarza,Centrolene zarza,AmphibiaWeb
Centrolenella chirripoi,Hyalinobatrachium chirripoi,AmphibiaWeb
Centrolenella colymbiphyllum,Hyalinobatrachium colymbiphyllum,AmphibiaWeb
Centrolenella estevesi,Hyloscirtus estevesi,AmphibiaWeb
Centrolenella fleischmanni,Hyalinobatrachium fleischmanni,AmphibiaWeb
Centrolenella orientalis,Hyalinobatrachium orientale,AmphibiaWeb
Centrolenella orientalis tobagoensis,Hyalinobatrachium orientale,AmphibiaWeb
Centrolenella orocostalis,Hyalinobatrachium orientale,AmphibiaWeb
Centrolenella prosoblepon,Cochranella ocellifera,AmphibiaWeb
Centrolenella ritae,Vitreorana ritae,AmphibiaWeb
Centrolenella spinosa,Teratohyla spinosa,AmphibiaWeb
Cerathyla braconnieri,Hemiphractus bubalus,AmphibiaWeb
Cerathyla bubalus,Hemiphractus bubalus,AmphibiaWeb
Cerathyla cristata,Hemiphractus proboscideus,AmphibiaWeb
Cerathyla fasciatus,Hemiphractus fasciatus,AmphibiaWeb
Cerathyla palmarum,Hemiphractus bubalus,AmphibiaWeb
Cerathyla panamensis,Hemiphractus fasciatus,AmphibiaWeb
Cerathyla proboscidea,Hemiphractus proboscideus,AmphibiaWeb
Ceratobatrachus guentheri,Cornufer guentheri,AmphibiaWeb
Ceratohyla cristata,Hemiphractus proboscideus,AmphibiaWeb
Ceratophrys appendiculata,Proceratophrys appendiculata,AmphibiaWeb
Ceratophrys aspera,Lepidobatrachus asper,AmphibiaWeb
Ceratophrys aurita,Ceratophrys aurita,AmphibiaWeb
Ceratophrys bigibbosa,Proceratophrys bigibbosa,AmphibiaWeb
Ceratophrys boiei,Proceratophrys boiei,AmphibiaWeb
Ceratophrys calcarata,Ceratophrys calcarata,AmphibiaWeb
Ceratophrys cornuta,Ceratophrys cornuta,AmphibiaWeb
Ceratophrys cranwelli,Ceratophrys cranwelli,AmphibiaWeb
Ceratophrys cristiceps,Proceratophrys cristiceps,AmphibiaWeb
Ceratophrys fryi,Proceratophrys boiei,AmphibiaWeb
Ceratophrys goyanus,Proceratophrys goyana,AmphibiaWeb
Ceratophrys joazeirensis,Ceratophrys joazeirensis,AmphibiaWeb
Ceratophrys ornata,Ceratophrys ornata,AmphibiaWeb
Ceratophrys renalis,Proceratophrys renalis,AmphibiaWeb
Ceratophrys schirchi,Proceratophrys schirchi,AmphibiaWeb
Ceratophrys stolzmanni,Ceratophrys stolzmanni,AmphibiaWeb
Ceratophrys testudo,Ceratophrys testudo,AmphibiaWeb
Ceratophrys varia,Ceratophrys aurita,AmphibiaWeb
Ceuthomantis aracamuni,Ceuthomantis aracamuni,AmphibiaWeb
Ceuthomantis cavernibardus,Ceuthomantis cavernibardus,AmphibiaWeb
Ceuthomantis duellmani,Ceuthomantis duellmani,AmphibiaWeb
Ceuthomantis smaragdinus,Ceuthomantis smaragdinus,AmphibiaWeb
Chacophrys pierottii,Chacophrys pierottii,AmphibiaWeb
Chalcorana chalconota,Chalcorana chalconota,AmphibiaWeb
Chalcorana crassiovis,Sumaterana crassiovis,AmphibiaWeb
Chalcorana eschatia,Chalcorana eschatia,AmphibiaWeb
Chalcorana kampeni,Sumaterana crassiovis,AmphibiaWeb
Chalcorana labialis,Chalcorana labialis,AmphibiaWeb
Chalcorana macrops,Chalcorana macrops,AmphibiaWeb
Chalcorana megalonesa,Chalcorana megalonesa,AmphibiaWeb
Chalcorana mocquardii,Chalcorana mocquardii,AmphibiaWeb
Chalcorana parvaccola,Chalcorana parvaccola,AmphibiaWeb
Chalcorana raniceps,Chalcorana raniceps,AmphibiaWeb
Chalcorana rufipes,Chalcorana rufipes,AmphibiaWeb
Chalcorana scutiger,Polypedates megacephalus,AmphibiaWeb
Chaltenobatrachus grandisonae,Chaltenobatrachus grandisonae,AmphibiaWeb
Chaparana aenea,Nanorana aenea,AmphibiaWeb
Chaparana annandalii,Nanorana annandalii,AmphibiaWeb
Chaparana arnoldi,Nanorana arnoldi,AmphibiaWeb
Chaparana chayuensis,Nanorana chayuensis,AmphibiaWeb
Chaparana conaensis,Nanorana conaensis,AmphibiaWeb
Chaparana delacouri,Quasipaa delacouri,AmphibiaWeb
Chaparana ercepeae,Nanorana ercepeae,AmphibiaWeb
Chaparana fansipani,Nanorana aenea,AmphibiaWeb
Chaparana maculosa,Nanorana maculosa,AmphibiaWeb
Chaparana medogensis,Nanorana medogensis,AmphibiaWeb
Chaparana minica,Nanorana minica,AmphibiaWeb
Chaparana mokokchungensis,Nanorana mokokchungensis,AmphibiaWeb
Chaparana polunini,Nanorana polunini,AmphibiaWeb
Chaparana quadranus,Nanorana quadranus,AmphibiaWeb
Chaparana rarica,Nanorana rarica,AmphibiaWeb
Chaparana rostandi,Nanorana rostandi,AmphibiaWeb
Chaparana taihangnica,Nanorana taihangnica,AmphibiaWeb
Chaparana unculuanus,Nanorana unculuanus,AmphibiaWeb
Chaparana vicina,Nanorana vicina,AmphibiaWeb
Chaperina fusca,Chaperina fusca,AmphibiaWeb
Charadrahyla altipotens,Charadrahyla altipotens,AmphibiaWeb
Charadrahyla chaneque,Charadrahyla chaneque,AmphibiaWeb
Charadrahyla esperancensis,Charadrahyla esperancensis,AmphibiaWeb
Charadrahyla juanitae,Charadrahyla juanitae,AmphibiaWeb
Charadrahyla nephila,Charadrahyla nephila,AmphibiaWeb
Charadrahyla pinorum,Charadrahyla pinorum,AmphibiaWeb
Charadrahyla sakbah,Charadrahyla sakbah,AmphibiaWeb
Charadrahyla taeniopus,Charadrahyla taeniopus,AmphibiaWeb
Charadrahyla tecuani,Charadrahyla tecuani,AmphibiaWeb
Charadrahyla trux,Charadrahyla trux,AmphibiaWeb
Charadrahyla viruela,Charadrahyla viruela,AmphibiaWeb
Chaunus atacamensis,Rhinella atacamensis,AmphibiaWeb
Chaunus beebei,Rhinella humboldti,AmphibiaWeb
Chaunus dorbignyi,Rhinella dorbignyi,AmphibiaWeb
Chaunus marina,Rhinella marina,AmphibiaWeb
Chaunus rubescens,Rhinella rubescens,AmphibiaWeb
Chaunus rubropunctatus,Rhinella rubropunctata,AmphibiaWeb
Chaunus schneideri,Rhinella schneideri,AmphibiaWeb
Chiasmocleis abofoa,Chiasmocleis abofoa,AmphibiaWeb
Chiasmocleis alagoana,Chiasmocleis alagoanus,AmphibiaWeb
Chiasmocleis alagoanus,Chiasmocleis alagoanus,AmphibiaWeb
Chiasmocleis albopunctata,Chiasmocleis albopunctata,AmphibiaWeb
Chiasmocleis altomontana,Chiasmocleis altomontana,AmphibiaWeb
Chiasmocleis anatipes,Chiasmocleis anatipes,AmphibiaWeb
Chiasmocleis antenori,Chiasmocleis antenori,AmphibiaWeb
Chiasmocleis atlantica,Chiasmocleis atlantica,AmphibiaWeb
Chiasmocleis avilapiresae,Chiasmocleis avilapiresae,AmphibiaWeb
Chiasmocleis bassleri,Chiasmocleis bassleri,AmphibiaWeb
Chiasmocleis bicegoi,Chiasmocleis bicegoi,AmphibiaWeb
Chiasmocleis capixaba,Chiasmocleis capixaba,AmphibiaWeb
Chiasmocleis centralis,Chiasmocleis centralis,AmphibiaWeb
Chiasmocleis cordeiroi,Chiasmocleis cordeiroi,AmphibiaWeb
Chiasmocleis crucis,Chiasmocleis crucis,AmphibiaWeb
Chiasmocleis devriesi,Chiasmocleis devriesi,AmphibiaWeb
Chiasmocleis gnoma,Chiasmocleis gnoma,AmphibiaWeb
Chiasmocleis haddadi,Chiasmocleis haddadi,AmphibiaWeb
Chiasmocleis hudsoni,Chiasmocleis hudsoni,AmphibiaWeb
Chiasmocleis jacki,Chiasmocleis jacki,AmphibiaWeb
Chiasmocleis jimi,Chiasmocleis hudsoni,AmphibiaWeb
Chiasmocleis lacrimae,Chiasmocleis lacrimae,AmphibiaWeb
Chiasmocleis leucosticta,Chiasmocleis leucosticta,AmphibiaWeb
Chiasmocleis magnova,Chiasmocleis magnova,AmphibiaWeb
Chiasmocleis mantiqueira,Chiasmocleis mantiqueira,AmphibiaWeb
Chiasmocleis mehelyi,Chiasmocleis mehelyi,AmphibiaWeb
Chiasmocleis migueli,Chiasmocleis migueli,AmphibiaWeb
Chiasmocleis papachibe,Chiasmocleis papachibe,AmphibiaWeb
Chiasmocleis parkeri,Chiasmocleis parkeri,AmphibiaWeb
Chiasmocleis quilombola,Chiasmocleis quilombola,AmphibiaWeb
Chiasmocleis royi,Chiasmocleis royi,AmphibiaWeb
Chiasmocleis sapiranga,Chiasmocleis sapiranga,AmphibiaWeb
Chiasmocleis schubarti,Chiasmocleis schubarti,AmphibiaWeb
Chiasmocleis shudikarensis,Chiasmocleis shudikarensis,AmphibiaWeb
Chiasmocleis supercilialba,Chiasmocleis supercilialba,AmphibiaWeb
Chiasmocleis supercilialbus,Chiasmocleis supercilialba,AmphibiaWeb
Chiasmocleis tridactyla,Chiasmocleis tridactyla,AmphibiaWeb
Chiasmocleis ventrimaculata,Chiasmocleis ventrimaculata,AmphibiaWeb
Chiasmocleis veracruz,Chiasmocleis veracruz,AmphibiaWeb
Chikila alcocki,Chikila alcocki,AmphibiaWeb
Chikila darlong,Chikila darlong,AmphibiaWeb
Chikila fulleri,Chikila fulleri,AmphibiaWeb
Chikila gaiduwani,Chikila gaiduwani,AmphibiaWeb
Chilophryne nebulifera,Incilius nebulifer,AmphibiaWeb
Chimerella corleone,Chimerella corleone,AmphibiaWeb
Chimerella mariaelenae,Chimerella mariaelenae,AmphibiaWeb
Chimerella mira,Chimerella mira,AmphibiaWeb
Chimerella zoeterra,Chimerella zoeterra,AmphibiaWeb
Chioglossa lusitanica,Chioglossa lusitanica,AmphibiaWeb
Chirixalus cherrapunjiae,Chiromantis cherrapunjiae,AmphibiaWeb
Chirixalus doriae,Chiromantis doriae,AmphibiaWeb
Chirixalus dudhwaensis,Chiromantis dudhwaensis,AmphibiaWeb
Chirixalus hansenae,Feihyla hansenae,AmphibiaWeb
Chirixalus laevis,Theloderma laeve,AmphibiaWeb
Chirixalus nongkhorensis,Chiromantis nongkhorensis,AmphibiaWeb
Chirixalus palpebralis,Feihyla palpebralis,AmphibiaWeb
Chirixalus pantaiselatan,Chirixalus pantaiselatan,AmphibiaWeb
Chirixalus punctatus,Chiromantis punctatus,AmphibiaWeb
Chirixalus romeri,Liuixalus romeri,AmphibiaWeb
Chirixalus senapatiensis,Chiromantis senapatiensis,AmphibiaWeb
Chirixalus shyamrupus,Chiromantis shyamrupus,AmphibiaWeb
Chirixalus simus,Chiromantis simus,AmphibiaWeb
Chirixalus vittatus,Feihyla vittata,AmphibiaWeb
Chiromantis cherrapunjiae,Chiromantis cherrapunjiae,AmphibiaWeb
Chiromantis doriae,Chiromantis doriae,AmphibiaWeb
Chiromantis dudhwaensis,Chiromantis dudhwaensis,AmphibiaWeb
Chiromantis inexpectatus,Chiromantis inexpectatus,AmphibiaWeb
Chiromantis kelleri,Chiromantis kelleri,AmphibiaWeb
Chiromantis marginis,Chiromantis marginis,AmphibiaWeb
Chiromantis nongkhorensis,Chiromantis nongkhorensis,AmphibiaWeb
Chiromantis petersii,Chiromantis petersii,AmphibiaWeb
Chiromantis punctatus,Chiromantis punctatus,AmphibiaWeb
Chiromantis rufescens,Chiromantis rufescens,AmphibiaWeb
Chiromantis samkosensis,Chiromantis samkosensis,AmphibiaWeb
Chiromantis senapatiensis,Chiromantis senapatiensis,AmphibiaWeb
Chiromantis shyamrupus,Chiromantis shyamrupus,AmphibiaWeb
Chiromantis simus,Chiromantis simus,AmphibiaWeb
Chiromantis xerampelina,Chiromantis xerampelina,AmphibiaWeb
Chiropterotriton abscondens,Nototriton abscondens,AmphibiaWeb
Chiropterotriton arboreus,Chiropterotriton arboreus,AmphibiaWeb
Chiropterotriton aureus,Chiropterotriton aureus,AmphibiaWeb
Chiropterotriton barbouri,Nototriton barbouri,AmphibiaWeb
Chiropterotriton bromeliacia,Dendrotriton bromeliacius,AmphibiaWeb
Chiropterotriton casasi,Chiropterotriton casasi,AmphibiaWeb
Chiropterotriton ceronorum,Chiropterotriton ceronorum,AmphibiaWeb
Chiropterotriton chico,Chiropterotriton chico,AmphibiaWeb
Chiropterotriton chiropterus,Chiropterotriton chiropterus,AmphibiaWeb
Chiropterotriton chondrostega,Chiropterotriton chondrostega,AmphibiaWeb
Chiropterotriton cieloensis,Chiropterotriton cieloensis,AmphibiaWeb
Chiropterotriton cracens,Chiropterotriton cracens,AmphibiaWeb
Chiropterotriton dimidiatus,Chiropterotriton dimidiatus,AmphibiaWeb
Chiropterotriton infernalis,Chiropterotriton infernalis,AmphibiaWeb
Chiropterotriton lavae,Chiropterotriton lavae,AmphibiaWeb
Chiropterotriton magnipes,Chiropterotriton magnipes,AmphibiaWeb
Chiropterotriton megarhinus,Dendrotriton megarhinus,AmphibiaWeb
Chiropterotriton melipona,Chiropterotriton melipona,AmphibiaWeb
Chiropterotriton miquihuanus,Chiropterotriton miquihuanus,AmphibiaWeb
Chiropterotriton mosaueri,Chiropterotriton mosaueri,AmphibiaWeb
Chiropterotriton multidentatus,Chiropterotriton multidentatus,AmphibiaWeb
Chiropterotriton nasalis,Cryptotriton nasalis,AmphibiaWeb
Chiropterotriton nubilus,Chiropterotriton nubilus,AmphibiaWeb
Chiropterotriton orculus,Chiropterotriton orculus,AmphibiaWeb
Chiropterotriton perotensis,Chiropterotriton perotensis,AmphibiaWeb
Chiropterotriton picadoi,Nototriton picadoi,AmphibiaWeb
Chiropterotriton priscus,Chiropterotriton priscus,AmphibiaWeb
Chiropterotriton terrestris,Chiropterotriton terrestris,AmphibiaWeb
Chiropterotriton totonacus,Chiropterotriton totonacus,AmphibiaWeb
Chiropterotriton xolocalcae,Dendrotriton xolocalcae,AmphibiaWeb
Chlorohyla aruensis,Chlorohyla aruensis,AmphibiaWeb
Chlorohyla callista,Chlorohyla callista,AmphibiaWeb
Chlorohyla eschata,Chlorohyla eschata,AmphibiaWeb
Chlorohyla kumae,Chlorohyla kumae,AmphibiaWeb
Chlorohyla robinsonae,Chlorohyla robinsonae,AmphibiaWeb
Chlorohyla vagabunda,Chlorohyla vagabunda,AmphibiaWeb
Choerophryne alainduboisi,Choerophryne alainduboisi,AmphibiaWeb
Choerophryne allisoni,Choerophryne allisoni,AmphibiaWeb
Choerophryne alpestris,Choerophryne alpestris,AmphibiaWeb
Choerophryne amomani,Choerophryne amomani,AmphibiaWeb
Choerophryne arndtorum,Choerophryne arndtorum,AmphibiaWeb
Choerophryne bickfordi,Choerophryne bickfordi,AmphibiaWeb
Choerophryne bisyllaba,Choerophryne bisyllaba,AmphibiaWeb
Choerophryne brevicrus,Choerophryne brevicrus,AmphibiaWeb
Choerophryne brunhildae,Choerophryne brunhildae,AmphibiaWeb
Choerophryne bryonopsis,Choerophryne bryonopsis,AmphibiaWeb
Choerophryne burtoni,Choerophryne burtoni,AmphibiaWeb
Choerophryne crucifer,Choerophryne crucifer,AmphibiaWeb
Choerophryne darlingtoni,Choerophryne darlingtoni,AmphibiaWeb
Choerophryne epirrhina,Choerophryne epirrhina,AmphibiaWeb
Choerophryne exclamitans,Choerophryne exclamitans,AmphibiaWeb
Choerophryne fafniri,Choerophryne fafniri,AmphibiaWeb
Choerophryne frieda,Choerophryne frieda,AmphibiaWeb
Choerophryne gracilirostris,Choerophryne gracilirostris,AmphibiaWeb
Choerophryne grylloides,Choerophryne grylloides,AmphibiaWeb
Choerophryne gudrunae,Choerophryne gudrunae,AmphibiaWeb
Choerophryne gunnari,Choerophryne gunnari,AmphibiaWeb
Choerophryne hageni,Choerophryne hageni,AmphibiaWeb
Choerophryne koeypad,Choerophryne koeypad,AmphibiaWeb
Choerophryne laurini,Choerophryne laurini,AmphibiaWeb
Choerophryne longirostris,Choerophryne longirostris,AmphibiaWeb
Choerophryne microps,Choerophryne microps,AmphibiaWeb
Choerophryne multisyllaba,Choerophryne multisyllaba,AmphibiaWeb
Choerophryne murrita,Choerophryne murrita,AmphibiaWeb
Choerophryne nigrescens,Choerophryne nigrescens,AmphibiaWeb
Choerophryne pandanicola,Choerophryne pandanicola,AmphibiaWeb
Choerophryne pipiens,Choerophryne pipiens,AmphibiaWeb
Choerophryne proboscidea,Choerophryne proboscidea,AmphibiaWeb
Choerophryne rhenaurum,Choerophryne rhenaurum,AmphibiaWeb
Choerophryne rostellifer,Choerophryne rostellifer,AmphibiaWeb
Choerophryne sanguinopicta,Choerophryne sanguinopicta,AmphibiaWeb
Choerophryne siegfriedi,Choerophryne siegfriedi,AmphibiaWeb
Choerophryne swanhildae,Choerophryne swanhildae,AmphibiaWeb
Choerophryne tubercula,Choerophryne tubercula,AmphibiaWeb
Choerophryne valkuriarum,Choerophryne valkuriarum,AmphibiaWeb
Choerophryne variegata,Choerophryne variegata,AmphibiaWeb
Chorophilus feriarum brachyphona,Pseudacris brachyphona,AmphibiaWeb
Chorophilus feriarum brachyphonus,Pseudacris brachyphona,AmphibiaWeb
Chorophilus septentrionalis,Pseudacris maculata,AmphibiaWeb
Chorophilus triseriatus corporalis,Pseudacris kalmi,AmphibiaWeb
Chrysobatrachus cupreonitens,Chrysobatrachus cupreonitens,AmphibiaWeb
Chrysopaa sternosignata,Chrysopaa sternosignata,AmphibiaWeb
Chthonerpeton arii,Chthonerpeton arii,AmphibiaWeb
Chthonerpeton braestrupi,Chthonerpeton braestrupi,AmphibiaWeb
Chthonerpeton exile,Chthonerpeton exile,AmphibiaWeb
Chthonerpeton indistinctum,Chthonerpeton indistinctum,AmphibiaWeb
Chthonerpeton markwilkinsoni,Chthonerpeton markwilkinsoni,AmphibiaWeb
Chthonerpeton noctinectes,Chthonerpeton noctinectes,AmphibiaWeb
Chthonerpeton onorei,Chthonerpeton onorei,AmphibiaWeb
Chthonerpeton perissodus,Chthonerpeton perissodus,AmphibiaWeb
Chthonerpeton tremembe,Chthonerpeton tremembe,AmphibiaWeb
Chthonerpeton viviparum,Chthonerpeton viviparum,AmphibiaWeb
Churamiti maridadi,Churamiti maridadi,AmphibiaWeb
Clinotarsus alticola,Clinotarsus alticola,AmphibiaWeb
Clinotarsus curtipes,Clinotarsus curtipes,AmphibiaWeb
Clinotarsus penelope,Clinotarsus penelope,AmphibiaWeb
Cochranella ametarsia,Vitreorana ritae,AmphibiaWeb
Cochranella anomala,Nymphargus anomalus,AmphibiaWeb
Cochranella armata,Nymphargus armatus,AmphibiaWeb
Cochranella balionota,Nymphargus balionotus,AmphibiaWeb
Cochranella bejaranoi,Nymphargus bejaranoi,AmphibiaWeb
Cochranella cariticommata,Nymphargus cariticommatus,AmphibiaWeb
Cochranella chami,Nymphargus chami,AmphibiaWeb
Cochranella chancas,Nymphargus chancas,AmphibiaWeb
Cochranella chirripoi,Hyalinobatrachium chirripoi,AmphibiaWeb
Cochranella cochranae,Nymphargus cochranae,AmphibiaWeb
