pathogen_type.x,study_id,study_exp_id,publication_year,treatment,trait_type,trait,n_infection_measure,T_time_post,C_time_post,share_animal_ID,share_value_ID,T_cohort_ID,n_T_animals,n_T_replicates,error_T_n,C_cohort_ID,C_prevalence,C_mortality,n_C_animals,n_C_replicates,error_C_n,trait_unit,flag_unit_transformed,error_type,mean_T_trait_initial,error_T_trait,mean_C_trait_initial,error_C_trait,Data_inclusiveness_flag,host_species,AmphibiaWeb_species,family,host_origin,known_sex,life_stage_treated,life_stage_tested,life_stage_matched,Location_post_exposure,lineage,pathogen_virulence,pathogen_origin,pathogen_matched_or_not,pathogen_passage_history,year_isolation,time_interval,SD_T_initial,SD_C_initial,exp_id,T_ID,C_ID
Bd,McMahon_et_al_2023,Bd_McMahon_et_al_2023_1,2023,dead_pathogen,prevalence_other,prevalence,1,14,14,50,129,1,14.1,14.1,NA,1,NA,13,13.05,13.05,NA,%,FALSE,NA,75,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,2004,1,NA,NA,1,129_T_1,129_C_1
Bd,McMahon_et_al_2023,Bd_McMahon_et_al_2023_1,2023,dead_pathogen,intensity_other,intensity,1,14,14,50,130,1,10.575,10.575,10.575,1,60,13,7.83,7.83,7.83,# of genome equivalents,FALSE,SD,1885.273973,1114.374065,3205.479452,1148.626607,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,2004,1,1114.374065,1148.626607,1,130_T_1,130_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,1,7,7,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_1,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,2,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_2,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,3,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_3,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,4,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,16.66666667,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_4,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,5,7,7,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_5,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,6,7,7,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_6,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,7,7,7,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_7,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,8,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_8,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,9,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_9,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,10,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_10,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,11,6,6,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_11,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,12,5,5,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_12,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,mortality,mortality,NA,14,14,39,102,13,4,4,NA,1,60,0,15,15,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,102_T_13,102_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,1,7,7,NA,1,NA,0,15,15,NA,%,FALSE,NA,28.57142857,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_1,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,2,6,6,NA,1,NA,0,15,15,NA,%,FALSE,NA,33.33333333,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_2,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,3,6,6,NA,1,NA,0,15,15,NA,%,FALSE,NA,50,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_3,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,4,5,5,NA,1,NA,0,15,15,NA,%,FALSE,NA,0,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_4,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,5,7,7,NA,1,NA,0,15,15,NA,%,FALSE,NA,28.57142857,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_5,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,6,7,7,NA,1,NA,0,15,15,NA,%,FALSE,NA,28.57142857,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_6,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,7,7,7,NA,1,NA,0,15,15,NA,%,FALSE,NA,42.85714286,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_7,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,8,6,6,NA,1,NA,0,15,15,NA,%,FALSE,NA,16.66666667,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_8,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,9,6,6,NA,1,NA,0,15,15,NA,%,FALSE,NA,0,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_9,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,10,6,6,NA,1,NA,0,15,15,NA,%,FALSE,NA,0,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_10,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,11,6,6,NA,1,NA,0,15,15,NA,%,FALSE,NA,0,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_11,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,12,5,5,NA,1,NA,0,15,15,NA,%,FALSE,NA,40,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_12,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,prevalence_other,prevalence,1,14,14,39,103,13,4,4,NA,1,NA,0,15,15,NA,%,FALSE,NA,25,NA,60,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,103_T_13,103_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,1,2,2,2,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,233.2758,293.69121,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,293.69121,15949.67262,1,104_T_1,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,2,2,2,2,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,155.68,175.85245,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,175.85245,15949.67262,1,104_T_2,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,3,3,3,3,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,417.1806,102.27927,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,102.27927,15949.67262,1,104_T_3,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,5,2,2,2,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,532.3176,189.5882,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,189.5882,15949.67262,1,104_T_5,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,6,2,2,2,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,150.5886,172.23763,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,172.23763,15949.67262,1,104_T_6,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,7,3,3,3,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,288.8597,77.44108,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,77.44108,15949.67262,1,104_T_7,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,8,1,1,NA,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,647.141,NA,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,15949.67262,1,104_T_8,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,12,2,2,2,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,383.8958,63.67956,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,63.67956,15949.67262,1,104_T_12,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_1,2024,natural_chem,intensity_other,intensity,1,14,14,39,104,13,1,1,NA,1,60,0,9,9,9,# of genome equivalents,FALSE,SD,209.5843,NA,5740.3303,15949.67262,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,15949.67262,1,104_T_13,104_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,1,8,8,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,12.5,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_1,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,2,8,8,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,37.5,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_2,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,3,10,10,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,0,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_3,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,4,7,7,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,28.57142857,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_4,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,5,9,9,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,11.11111111,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_5,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,6,9,9,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,11.11111111,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_6,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,7,10,10,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,20,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_7,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,8,9,9,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,22.22222222,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_8,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,mortality,mortality,NA,24,24,40,105,9,10,10,NA,1,86.66666667,11.11111111,18,18,NA,%,FALSE,NA,20,NA,11.11111111,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,105_T_9,105_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,1,7,7,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,14.28571429,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_1,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,2,5,5,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,0,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_2,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,3,10,10,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,0,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_3,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,4,4,4,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,25,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_4,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,5,8,8,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,25,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_5,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,6,8,8,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,0,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_6,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,7,8,8,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,50,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_7,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,8,7,7,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,28.57142857,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_8,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,prevalence_other,prevalence,1,14,14,40,106,9,8,8,NA,1,NA,11.11111111,15,15,NA,%,FALSE,NA,25,NA,86.66666667,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,2,106_T_9,106_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,intensity_other,intensity,1,14,14,40,107,1,1,1,NA,1,86.66666667,11.11111111,13,13,13,# of genome equivalents,FALSE,SD,0.5778149,NA,1450.463379,1046.694483,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,1046.694483,2,107_T_1,107_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,intensity_other,intensity,1,14,14,40,107,4,1,1,NA,1,86.66666667,11.11111111,13,13,13,# of genome equivalents,FALSE,SD,35.3638686,NA,1450.463379,1046.694483,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,1046.694483,2,107_T_4,107_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,intensity_other,intensity,1,14,14,40,107,5,2,2,2,1,86.66666667,11.11111111,13,13,13,# of genome equivalents,FALSE,SD,5.573876,7.8479397,1450.463379,1046.694483,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,7.8479397,1046.694483,2,107_T_5,107_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,intensity_other,intensity,1,14,14,40,107,7,4,4,4,1,86.66666667,11.11111111,13,13,13,# of genome equivalents,FALSE,SD,77.1288972,83.0649077,1450.463379,1046.694483,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,83.0649077,1046.694483,2,107_T_7,107_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,intensity_other,intensity,1,14,14,40,107,8,2,2,2,1,86.66666667,11.11111111,13,13,13,# of genome equivalents,FALSE,SD,450.6224639,494.4369828,1450.463379,1046.694483,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,494.4369828,1046.694483,2,107_T_8,107_C_1
Bd,McMahon_et_al_2024,Bd_McMahon_et_al_2024_2,2024,natural_chem,intensity_other,intensity,1,14,14,40,107,9,2,2,2,1,86.66666667,11.11111111,13,13,13,# of genome equivalents,FALSE,SD,0.6290871,0.1068181,1450.463379,1046.694483,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,0.1068181,1046.694483,2,107_T_9,107_C_1
Bd,Nordheim_et_al_2022,Bd_Nordheim_et_al_2022_1,2022,dead_pathogen,mortality,mortality,NA,14,14,11,31,2,20,20,NA,1,76,0,25,25,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,31_T_2,31_C_1
Bd,Nordheim_et_al_2022,Bd_Nordheim_et_al_2022_1,2022,natural_chem,mortality,mortality,NA,14,14,11,31,1,27,27,NA,1,76,0,25,25,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,31_T_1,31_C_1
Bd,Nordheim_et_al_2022,Bd_Nordheim_et_al_2022_1,2022,dead_pathogen,prevalence_other,prevalence,1,14,14,11,32,2,20,20,NA,1,NA,0,25,25,NA,%,FALSE,NA,50,NA,76,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,32_T_2,32_C_1
