pathogen_type.x,study_id,study_exp_id,publication_year,treatment,trait_type,trait,n_infection_measure,T_time_post,C_time_post,share_animal_ID,share_value_ID,T_cohort_ID,n_T_animals,n_T_replicates,error_T_n,C_cohort_ID,C_prevalence,C_mortality,n_C_animals,n_C_replicates,error_C_n,trait_unit,flag_unit_transformed,error_type,mean_T_trait_initial,error_T_trait,mean_C_trait_initial,error_C_trait,Data_inclusiveness_flag,host_species,AmphibiaWeb_species,family,host_origin,known_sex,life_stage_treated,life_stage_tested,life_stage_matched,Location_post_exposure,lineage,pathogen_virulence,pathogen_origin,pathogen_matched_or_not,pathogen_passage_history,year_isolation,time_interval,SD_T_initial,SD_C_initial,exp_id,T_ID,C_ID
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_1,2023,dead_pathogen,intensity_peak,intensity,33,76.23077,98,33,86,1,13,13,13,1,100,0,6,6,6,# of Bd Internal Transcribed Spacer 1 (ITS1) copies,FALSE,SD,9940541,10215631,11886875,7868364,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,10215631,7868364,1,86_T_1,86_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_1,2023,dead_pathogen,intensity_peak,intensity,33,95,98,33,86,2,13,13,13,1,100,0,6,6,6,# of Bd Internal Transcribed Spacer 1 (ITS1) copies,FALSE,SD,22483483,26571561,11886875,7868364,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,26571561,7868364,1,86_T_2,86_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_2,2023,dead_pathogen,mortality,mortality,NA,135,135,34,87,1,13,13,NA,1,100,0,6,6,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,NA,NA,2,87_T_1,87_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_2,2023,dead_pathogen,mortality,mortality,NA,135,135,34,87,2,13,13,NA,1,100,0,6,6,NA,%,FALSE,NA,7.692307692,NA,0,NA,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,NA,NA,2,87_T_2,87_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_2,2023,dead_pathogen,prevalence_peak,prevalence,33,35,30,34,88,1,13,13,NA,1,NA,0,6,6,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,NA,NA,2,88_T_1,88_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_2,2023,dead_pathogen,prevalence_peak,prevalence,33,30,30,34,88,2,13,13,NA,1,NA,0,6,6,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,NA,NA,2,88_T_2,88_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_2,2023,dead_pathogen,intensity_peak,intensity,33,104.46154,103.8333,34,89,1,13,13,13,1,100,0,6,6,6,# of Bd Internal Transcribed Spacer 1 (ITS1) copies,FALSE,SD,90693914,154645551,9968957,8031725,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,154645551,8031725,2,89_T_1,89_C_1
Bd,Kaganer_et_al_2023,Bd_Kaganer_et_al_2023_2,2023,dead_pathogen,intensity_peak,intensity,33,101.76923,103.8333,34,89,2,13,13,13,1,100,0,6,6,6,# of Bd Internal Transcribed Spacer 1 (ITS1) copies,FALSE,SD,66076458,73562877,9968957,8031725,FALSE,Cryptobranchus alleganiensis,Cryptobranchus alleganiensis,Cryptobranchidae,wild,yes,juvenile,juvenile,SAME,laboratory,unclear,unclear,Sachatamia albomaculata,same,unclear,unclear,26,73562877,8031725,2,89_T_2,89_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_1,2018,other,prevalence_other,prevalence,1,21,21,51,131,1,9,9,NA,1,NA,,7,7,NA,%,FALSE,NA,66.66666667,NA,42.85714286,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,1,NA,NA,1,131_T_1,131_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_1,2018,other,intensity_other,intensity,1,21,21,51,133,1,6,6,6,1,42.85714286,,3,3,3,# of genome equivalents,FALSE,SD,5099.992,3941.253,10417.07,6608.011,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,1,3941.253,6608.011,1,133_T_1,133_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_2,2018,other,prevalence_other,prevalence,1,21,21,52,132,1,11,11,NA,1,NA,,9,9,NA,%,FALSE,NA,27.27272727,NA,66.66666667,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,1,NA,NA,2,132_T_1,132_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_2,2018,other,intensity_other,intensity,1,21,21,52,134,1,3,3,3,1,66.66666667,,6,6,6,# of genome equivalents,FALSE,SD,4873.567,3417.392,10484.627,14224.459,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,1,3417.392,14224.459,2,134_T_1,134_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_3,2018,other,prevalence_other,prevalence,2,17.5,17.5,53,135,1,3,3,NA,1,NA,,9,7,NA,%,FALSE,NA,33.33333333,NA,22.22222222,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,78,NA,NA,3,135_T_1,135_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_3,2018,other,intensity_other,intensity,2,17.5,17.5,53,137,1,1,1,NA,1,22.22222222,,2,2,2,# of genome equivalents,FALSE,SD,153.5137,NA,9066.3542,1333.804,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,78,NA,1333.804,3,137_T_1,137_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_4,2018,other,prevalence_other,prevalence,2,17.5,17.5,54,136,1,4,3,NA,1,NA,,8,6,NA,%,FALSE,NA,25,NA,62.5,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,78,NA,NA,4,136_T_1,136_C_1
Bd,Knutie_et_al_2018,Bd_Knutie_et_al_2018_4,2018,other,intensity_other,intensity,2,17.5,17.5,54,138,1,1,1,NA,1,62.5,,5,5,5,# of genome equivalents,FALSE,SD,1566.5916,NA,2722.4206,2042.363,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,unclear,unclear,78,NA,2042.363,4,138_T_1,138_C_1
Bd,Korpita_PhD_thesis,Bd_Korpita_PhD_thesis_1,2023,probiotic,prevalence_peak,prevalence,2,11,11,2,7,1,30,3,NA,1,NA,,30,3,NA,%,FALSE,NA,13.3,NA,16.7,NA,FALSE,Anaxyrus boreas,Anaxyrus boreas,Bufonidae,wild,no,larva,juvenile,DIFFERENT,semi-natural,unclear,unclear,unclear,NA,unclear,unclear,0,NA,NA,1,7_T_1,7_C_1
Bd,Korpita_PhD_thesis,Bd_Korpita_PhD_thesis_1,2023,probiotic,intensity_peak,intensity,2,11,11,2,8,1,4,3,4,1,16.7,,5,3,5,zoospore equivalents,FALSE,SE,35.23,18.07,67.23,36.32,MAYBE,Anaxyrus boreas,Anaxyrus boreas,Bufonidae,wild,no,larva,juvenile,DIFFERENT,semi-natural,unclear,unclear,unclear,NA,unclear,unclear,0,36.14,81.21398894,1,8_T_1,8_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_1,2019,probiotic,mortality,mortality,NA,36,36,19,49,1,7,7,NA,1,62.5,37.5,8,8,NA,%,FALSE,NA,14.28571429,NA,37.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,1,49_T_1,49_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_1,2019,probiotic,mortality,mortality,NA,36,36,19,49,2,8,8,NA,1,62.5,37.5,8,8,NA,%,FALSE,NA,87.5,NA,37.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,1,49_T_2,49_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_1,2019,probiotic,prevalence_peak,prevalence,3,8,8,19,51,1,7,7,NA,1,NA,37.5,8,8,NA,%,FALSE,NA,28.57142857,NA,62.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,1,51_T_1,51_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_1,2019,probiotic,prevalence_peak,prevalence,3,8,8,19,51,2,8,8,NA,1,NA,37.5,8,8,NA,%,FALSE,NA,25,NA,62.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,1,51_T_2,51_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_2,2019,probiotic,mortality,mortality,NA,36,36,20,50,1,5,5,NA,1,12.5,87.5,8,8,NA,%,FALSE,NA,40,NA,87.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,2,50_T_1,50_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_2,2019,probiotic,mortality,mortality,NA,36,36,20,50,2,8,8,NA,1,12.5,87.5,8,8,NA,%,FALSE,NA,100,NA,87.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,2,50_T_2,50_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_2,2019,probiotic,prevalence_peak,prevalence,3,8,8,20,52,1,5,5,NA,1,NA,87.5,8,8,NA,%,FALSE,NA,20,NA,12.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,2,52_T_1,52_C_1
Bd,Madison_et_al_2019,Bd_Madison_et_al_2019_2,2019,probiotic,prevalence_peak,prevalence,3,8,8,20,52,2,8,8,NA,1,NA,87.5,8,8,NA,%,FALSE,NA,37.5,NA,12.5,NA,FALSE,Acris blanchardi,Acris blanchardi,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,high,unclear,NA,unclear,unclear,3,NA,NA,2,52_T_2,52_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_1,2014,live_pathogen,intensity_other,intensity,1,11,11,25,70,1,20,20,20,1,NA,,20,20,20,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,3.495744697,0.140425532,3.602127676,0.153191489,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.6,0.7,1,70_T_1,70_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_1,2014,live_pathogen,intensity_other,intensity,1,11,11,25,70,2,20,20,20,1,NA,,20,20,20,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,2.98085108,0.140425532,3.602127676,0.153191489,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.6,0.7,1,70_T_2,70_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,mortality,mortality,NA,11,11,25,61,1,20,20,NA,1,100,30,10,10,NA,%,FALSE,NA,15,NA,30,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,2,61_T_1,61_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,mortality,mortality,NA,11,11,25,61,2,20,20,NA,1,100,30,10,10,NA,%,FALSE,NA,10,NA,30,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,2,61_T_2,61_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,mortality,mortality,NA,11,11,25,61,3,20,20,NA,1,100,30,10,10,NA,%,FALSE,NA,5,NA,30,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,2,61_T_3,61_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,prevalence_other,prevalence,1,11,11,25,62,1,17,17,NA,1,NA,30,7,7,NA,%,FALSE,NA,100,NA,100,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,2,62_T_1,62_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,prevalence_other,prevalence,1,11,11,25,62,2,18,18,NA,1,NA,30,7,7,NA,%,FALSE,NA,100,NA,100,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,2,62_T_2,62_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,prevalence_other,prevalence,1,11,11,25,62,3,19,19,NA,1,NA,30,7,7,NA,%,FALSE,NA,95,NA,100,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,2,62_T_3,62_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,intensity_other,intensity,1,11,11,25,63,1,17,17,17,1,100,30,7,7,7,# of zoospore genome equivalents (GE) / g of frog,FALSE,SE,18142.85714,386.9897959,23571.42857,338.5204082,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,1595.599805,895.6408138,2,63_T_1,63_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,intensity_other,intensity,1,11,11,25,63,2,18,18,18,1,100,30,7,7,7,# of zoospore genome equivalents (GE) / g of frog,FALSE,SE,18761.9044,544.1326531,23571.42857,338.5204082,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,2308.559333,895.6408138,2,63_T_2,63_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_2,2014,live_pathogen,intensity_other,intensity,1,11,11,25,63,3,19,19,19,1,100,30,7,7,7,# of zoospore genome equivalents (GE) / g of frog,FALSE,SE,14999.99964,230,23571.42857,338.5204082,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,1002.546757,895.6408138,2,63_T_3,63_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,mortality,mortality,NA,11,11,26,64,1,20,20,NA,1,95,5,20,20,NA,%,FALSE,NA,10,NA,5,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,64_T_1,64_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,mortality,mortality,NA,11,11,26,64,2,20,20,NA,1,95,5,20,20,NA,%,FALSE,NA,0,NA,5,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,64_T_2,64_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,mortality,mortality,NA,11,11,26,64,3,20,20,NA,1,95,5,20,20,NA,%,FALSE,NA,0,NA,5,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,64_T_3,64_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,prevalence_other,prevalence,1,42,42,26,65,1,18,18,NA,1,NA,5,19,19,NA,%,FALSE,NA,77,NA,95,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,65_T_1,65_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,prevalence_other,prevalence,1,42,42,26,65,2,20,20,NA,1,NA,5,19,19,NA,%,FALSE,NA,85,NA,95,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,65_T_2,65_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,prevalence_other,prevalence,1,42,42,26,65,3,20,20,NA,1,NA,5,19,19,NA,%,FALSE,NA,70,NA,95,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,65_T_3,65_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,intensity_other,intensity,1,42,42,26,66,1,18,18,18,1,95,5,19,19,19,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,3.941995342,0.129211137,4.354988381,0.204176334,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.5482,0.9,3,66_T_1,66_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,intensity_other,intensity,1,42,42,26,66,2,20,20,20,1,95,5,19,19,19,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,3.306264483,0.130649652,4.354988381,0.204176334,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.58428,0.9,3,66_T_2,66_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,live_pathogen,intensity_other,intensity,1,42,42,26,66,3,20,20,20,1,95,5,19,19,19,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,3.812064947,0.128491879,4.354988381,0.204176334,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.57463,0.9,3,66_T_3,66_C_1
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,mortality,mortality,NA,11,11,27,67,4,20,20,NA,2,100,15,20,20,NA,%,FALSE,NA,10,NA,15,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,67_T_4,67_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,mortality,mortality,NA,11,11,27,67,5,20,20,NA,2,100,15,20,20,NA,%,FALSE,NA,5,NA,15,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,67_T_5,67_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,mortality,mortality,NA,11,11,27,67,6,20,20,NA,2,100,15,20,20,NA,%,FALSE,NA,15,NA,15,NA,FALSE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,67_T_6,67_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,prevalence_other,prevalence,1,42,42,27,68,4,18,18,NA,2,NA,15,17,17,NA,%,FALSE,NA,94,NA,100,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,68_T_4,68_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,prevalence_other,prevalence,1,42,42,27,68,5,19,19,NA,2,NA,15,17,17,NA,%,FALSE,NA,71,NA,100,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,68_T_5,68_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,prevalence_other,prevalence,1,42,42,27,68,6,17,17,NA,2,NA,15,17,17,NA,%,FALSE,NA,71,NA,100,NA,MAYBE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,NA,NA,3,68_T_6,68_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,intensity_other,intensity,1,42,42,27,69,4,18,18,18,2,100,15,17,17,17,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,4.229698358,0.069605568,4.600928057,0.139211137,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.3,0.6,3,69_T_4,69_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,intensity_other,intensity,1,42,42,27,69,5,19,19,19,2,100,15,17,17,17,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,4.109048706,0.139211137,4.600928057,0.139211137,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.6,0.6,3,69_T_5,69_C_2
Bd,McMahon_et_al_2014,Bd_McMahon_et_al_2014_3,2014,dead_pathogen,intensity_other,intensity,1,42,42,27,69,6,17,17,17,2,100,15,17,17,17,# of log 10 (zoospore genome equivalents (GE) / g of frog),log10(X),SE,3.621809727,0.133132251,4.600928057,0.139211137,TRUE,Osteopilus septentrionalis ,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana catesbeiana,same,unclear,unclear,1,0.5489183,0.6,3,69_T_6,69_C_2
Bd,McMahon_et_al_2021,Bd_McMahon_et_al_2021_1,2021,synthetic_antiparastics,mortality,mortality,NA,14,14,41,108,1,11,11,NA,1,55.55555556,0,9,9,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,adult,DIFFERENT,laboratory,unclear,unclear,unclear,NA,unclear,unclear,896,NA,NA,1,108_T_1,108_C_1
Bd,McMahon_et_al_2021,Bd_McMahon_et_al_2021_1,2021,synthetic_antiparastics,prevalence_other,prevalence,1,14,14,41,109,1,11,11,NA,1,NA,0,9,9,NA,%,FALSE,NA,18.18181818,NA,55.55555556,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,adult,DIFFERENT,laboratory,unclear,unclear,unclear,NA,unclear,unclear,896,NA,NA,1,109_T_1,109_C_1
Bd,McMahon_et_al_2021,Bd_McMahon_et_al_2021_1,2021,synthetic_antiparastics,intensity_other,intensity,1,14,14,41,110,1,2,2,2,1,55.55555556,0,5,5,5,# of genome equivalents,FALSE,SD,2651.77,3727.541,4770.762,9151.056,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,juvenile,adult,DIFFERENT,laboratory,unclear,unclear,unclear,NA,unclear,unclear,896,3727.541,9151.056,1,110_T_1,110_C_1
Bd,McMahon_et_al_2023,Bd_McMahon_et_al_2023_1,2023,dead_pathogen,mortality,mortality,NA,14,14,50,128,1,15,15,NA,1,60,13,15,15,NA,%,FALSE,NA,6,NA,13,NA,FALSE,Pseudacris regilla,Pseudacris regilla,Hylidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,unclear,same,unclear,2004,1,NA,NA,1,128_T_1,128_C_1
